,Unnamed: 0,song,songcode,artist,danceability,energy,acousticness
11532,11532,Dios Te Guarde,2ct9MlcNGAnhH4VCV1A0WA,"Sech, BCA",0.658,0.603,0.114
11533,11533,Siempre,1dD51CgZ9KKuhK2bmt7IuU,Sech,0.624,0.666,0.534
11534,11534,ADICTX,1sr5Wod7Bhp2F23QBR70u6,"Agapornis, El Villano",0.558,0.761,0.123
11535,11535,Rain On Me (with Ariana Grande),7ju97lgwC2rKQ6wwsf9no9,Lady Gaga,0.672,0.855,0.021
11536,11536,Sour Candy (with BLACKPINK),1IWNylpZ477gIVUDpJL66u,Lady Gaga,0.752,0.87,0.0604
11537,11537,Tell Me U Luv Me (with Trippie Redd),4CNcRgjGw1v9VQaTaytdnD,Juice WRLD,0.609,0.757,0.299
11538,11538,TKN (feat. Travis Scott),4w47S36wQGBhGg073q3nt7,ROSALÍA,0.776,0.509,0.192
11539,11539,Lose Somebody,1sgDyuLooyvEML4oHspNza,"Kygo, OneRepublic",0.58,0.586,0.344
11540,11540,Stupid Love,7yBbV2k2S2uhaQc24NF2xt,Lady Gaga,0.68,0.825,0.00173
11541,11541,911,6qI0MU175Dk2DeoUjlrOpy,Lady Gaga,0.789,0.813,0.0294
11542,11542,"T.D (Lil Yachty & Tierra Whack feat. A$AP Rocky & Tyler, The Creator)",0gO3E51A3fqp0ypJ26QbVP,Lil Yachty,0.784,0.632,0.156
11543,11543,Alice,41A89rj3GoMG6ktN37L7PG,Lady Gaga,0.723,0.88,0.00334
11544,11544,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),0LEFmgIj8ABU7CelzGh5Bs,Lil Yachty,0.83,0.625,0.226
11545,11545,Free Woman,4L6ihclQPu1hqP9r3WNJjQ,Lady Gaga,0.731,0.927,0.0228
11546,11546,Fun Tonight,6hyQVqfHFvsJDjcmj4qrHf,Lady Gaga,0.645,0.923,0.364
11547,11547,Hasta Que Dios Diga,06s3QtMJVXw1AJX3UfvZG1,"Anuel AA, Bad Bunny",0.691,0.765,0.464
11548,11548,Plastic Doll,3CidPLqWXqgesJlwYVJZdy,Lady Gaga,0.743,0.853,0.0019
11549,11549,Enigma,7JDbfYUHjDzQPFSDh5lzGs,Lady Gaga,0.669,0.804,0.0306
11550,11550,Replay,7sKbyYeJnITO1Eh9xd0lKd,Lady Gaga,0.658,0.878,0.00792
11551,11551,Sine From Above (with Elton John),0zzsyWc45eUcSjw4FNHxeN,Lady Gaga,0.642,0.792,0.158
11552,11552,Broken Glass,78ldtCaBRJVp2i91B715L0,"Kygo, Kim Petras",0.526,0.633,0.372
11553,11553,Heartless (feat. Morgan Wallen),3FU6urUVsgXa6RBuV2PdRk,Diplo,0.765,0.556,0.275
11554,11554,Split/Whole Time,62hpoPrA3rtfeX1aWONig5,Lil Yachty,0.667,0.489,0.197
11555,11555,Chromatica II,0oQc0F6KUE7QY7k5TU6bic,Lady Gaga,0.184,0.297,0.473
11556,11556,Babylon,5DttNeiizFqWUON9hZBqTY,Lady Gaga,0.698,0.799,0.0129
11557,11557,Chromatica I,3CGZ7wfk4skmuyQgua1C1K,Lady Gaga,0.231,0.457,0.0126
11558,11558,Goodbyes (feat. Young Thug),0t3ZvGKlmYmVsDzBJAXK8C,Post Malone,0.548,0.653,0.456
11559,11559,1000 Doves,62hTXlVQacy3pjBW4ntRPl,Lady Gaga,0.668,0.826,0.0236
11560,11560,Higher Love,1kKYjjfNYxE0YYgLa7vgVY,"Kygo, Whitney Houston",0.693,0.678,0.0151
11561,11561,One Man Band,4d06WHb42InzAePn3rarVx,Old Dominion,0.706,0.358,0.677
11562,11562,China,0KkIkfsLEJbrcIhYsCL7L5,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",0.786,0.808,0.0846
11563,11563,Fútbol & Rumba (feat. Enrique Iglesias),2hDe0Ls5mVqs1XJqv7sbcM,Anuel AA,0.735,0.916,0.397
11564,11564,Café,2vHfWA1QJh66ln7dhy4QUN,"Duki, Fuego, LUYO",0.907,0.546,0.041
11565,11565,Reggaetonera,6yVkakCN460KOVol9ZazjH,Anuel AA,0.694,0.796,0.48
11566,11566,Jangueo,7KKh0ujp8agIiCrkiJhf81,"Anuel AA, Tego Calderon",0.863,0.728,0.396
11567,11567,Narcos,7mcdgAXmb35dakBnfDIv3q,Anuel AA,0.614,0.746,0.347
11568,11568,Amor Tóxico,5LPlvbxA6bJQHvUW12Mr22,Christian Nodal,0.607,0.548,0.471
11569,11569,Se Me Olvidó,7paFC3FEu1WtPVP4Do6VZN,Christian Nodal,0.65,0.558,0.368
11570,11570,Que Se Joda,5p3JJehpKHjr9pJT5eD2Lz,"Anuel AA, Farruko, Zion",0.624,0.888,0.238
11571,11571,AYAYAY!,7iQc2DabEtzp60faOO9EmN,Christian Nodal,0.668,0.636,0.479
11572,11572,Así Soy Yo,6NfC2FKfsfzuLIF4lThw0A,"Anuel AA, Bad Bunny",0.732,0.807,0.445
11573,11573,Bandido,5poUJOhLyalGkUedn3ggeX,"Anuel AA, Mariah Angeliq",0.789,0.809,0.374
11574,11574,Ты мой кайф,2MHSX5b2U5DEeebmpuX8Ha,Dzharo & Khanza,0.935,0.832,0.661
11575,11575,El Manual,7kOf0qHO4Rcwk6QJifZDRJ,Anuel AA,0.843,0.845,0.35
11576,11576,Litrão - Ao Vivo,4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,0.48,0.807,0.356
11577,11577,Então Toma - Ao Vivo,5yaXBGNko8lmFSOvKWo99j,Matheus & Kauan,0.643,0.827,0.571
11578,11578,Nem Doeu - Ao Vivo,260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,0.591,0.887,0.145
11579,11579,Hb20,4cjowWOdLUKomiRwhWpRXJ,Tierry,0.554,0.632,0.172
11580,11580,Aprendeu a Se Amar,4Fynkf8EN05VOGjH21VKu1,Daniel Caon,0.695,0.489,0.337
11581,11581,Pode Sumir,5OzvtpasMB3aPWpfVr0PsA,Luíza & Maurílio,0.717,0.717,0.508
11582,11582,Vai Ter Que Aguentar,5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",0.691,0.558,0.331
11583,11583,Like It Is,4dyrqiXUcK29hzrL2elqO3,"Kygo, Zara Larsson, Tyga",0.789,0.727,0.123
11584,11584,Running On My Mind,0xEW9gPv5wNuS84pXGG3lc,Ali Gatie,0.619,0.453,0.464
11585,11585,Freedom,2nx0EIlIKMnMgWnj40O0HQ,"Kygo, Zak Abel",0.511,0.635,0.127
11586,11586,Dance with Me (feat. Thomas Rhett & Young Thug),6wXgnhpmOPEJ7cUweSyy2B,Diplo,0.73,0.792,0.0264
11587,11587,Kings & Queens,76nqCfJOcFFWBJN32PAksn,Ava Max,0.638,0.688,0.00775
11588,11588,The Truth,2lN4uUYkGymwAL5hY6sSAd,"Kygo, Valerie Broussard",0.629,0.539,0.166
11589,11589,I'll Wait,1tuXOJYN6CkgubpifHEm96,"Kygo, Sasha Sloan",0.611,0.649,0.15
11590,11590,El Problema,6cyH3OGfKQBevSYxJFIUCx,Anuel AA,0.677,0.651,0.531
11591,11591,Antes y Después,0YbXuCsQwrsh5x0hgnED6z,"Anuel AA, Kendo Kaponi, Yandel, Ñengo Flow",0.732,0.634,0.171
11592,11592,Somo o No Somos,3YeImruYgPnQtn4QgHqi04,Anuel AA,0.735,0.607,0.621
11593,11593,Ferrari,4mbb7hmfDR6M9cQaLdYSFd,"Anuel AA, Lil Wayne",0.842,0.732,0.575
11594,11594,Tocándote,2L6YJ2mSyqStxQX4OjUOon,Anuel AA,0.815,0.665,0.698
11595,11595,No Llores Mujer,6VN85VvNB8w1QbJCXW8rTC,"Anuel AA, Travis Barker",0.693,0.558,0.169
11596,11596,¿Los Hombres No Lloran?,6GzxGKBC3r73KqdOBHHVYk,Anuel AA,0.489,0.498,0.699
11597,11597,Rifles Rusos,2WzUy86kPLYRLRwLtinZ1x,"Anuel AA, Tego Calderon",0.713,0.77,0.0587
11598,11598,Nubes Negras,4HKYplESyMVVTmORSeQg8S,Anuel AA,0.766,0.545,0.34
11599,11599,Estrés Postraumático,3QNh1pSglpiumBHtU8XnQe,Anuel AA,0.682,0.548,0.45
11600,11600,Mi Vieja,4FDPuFJTMXyNtEd14Ca8R9,Anuel AA,0.464,0.487,0.774
11601,11601,Hookah & Sheridan s,4VohsQwrtb7lj1yO0dFKJa,Tommy Boysen,0.809,0.528,0.353
11602,11602,Qué Rico Repetirlo,63tc67n05008BFsuVhGgNb,Andy Rivera,0.808,0.798,0.0352
11603,11603,El Amor Que Me Tenía,301EoUPldlcTLcnBfL87G0,Ricardo Arjona,0.431,0.501,0.626
11604,11604,Mi Chula,0hQgQHaXClyPsRM5IWk8tZ,Christian Nodal,0.606,0.478,0.481
11605,11605,Sola,7Kc96CLmTypJEeadIxugPM,Danna Paola,0.414,0.667,0.282
11606,11606,No Es Justo X Él,4n1Q58qSaWjlekBS8RlMSE,Christian Nodal,0.717,0.641,0.438
11607,11607,Tú,1nLs8r6K4YN0avBwUmmTnr,Carin Leon,0.669,0.476,0.382
11608,11608,Ojalá Fuera Cierto,1gUTP8EVsGpMY0RbEXVvrl,Christian Nodal,0.681,0.475,0.425
11609,11609,Asimetría,6puAw7mUAWM2NcEI9Xbg8k,Zeballos,0.637,0.731,0.252
11610,11610,Te lo Advertí,3IQs81vxBSPrdSUVe9rXF9,Zeballos,0.561,0.624,0.399
11611,11611,Condena,2EUmairXpmKmX9adXNDef0,Zeballos,0.666,0.456,0.144
11612,11612,Yendo al Toque (Prod. Rodridi & Mili Milanss),4FjpCTI0B3VZBZRmfokOPg,Zeballos,0.738,0.547,0.57
11613,11613,AUTOPISTA,5F3h4voUg2W7C6vaiNyXaK,Mesita,0.685,0.593,0.787
11614,11614,Truco o Cambio,3z6h2jJW01oiCZ6alSq8In,Zeballos,0.422,0.764,0.0311
11615,11615,RAPIDO Y NO LENTO,09bjkYPA27s3VRCBlph7A6,Mesita,0.764,0.684,0.345
11616,11616,Flash,1iMQKw8YX1a08mRRcQE1rk,"Zeballos, Rodridi",0.63,0.633,0.0672
11617,11617,Vendido,3ll87IC4q1pOm64fOyDKVL,Zeballos,0.592,0.785,0.797
11618,11618,Cuernos de Angel,7r9TKHW1L2cL4mNH9j8HHv,Zeballos,0.535,0.703,0.215
11619,11619,La Presión,2UsPWbf02xCY6t0OuaJ2Mg,"Zeballos, Mili Milanss",0.694,0.62,0.422
11620,11620,Inconformistas,4A4PR3HE56hf9MB7zfO3D3,"Zeballos, NSB, NG",0.616,0.649,0.379
11621,11621,Mami Perdón,44ddRI6JcWZlckOKXR4MmF,"Zeballos, Gavo",0.622,0.607,0.287
11622,11622,Deep End Freestyle,2AlYncTpVHKwHb55F9lF6O,"Sleepy Hallow, Fousheé",0.868,0.479,0.703
11623,11623,Riot,4aOOExMBUyxKnEYb39SrTg,XXXTENTACION,0.509,0.542,0.019
11624,11624,FTP,2RBsmtiaD90yNFtqkFjBVW,YG,0.768,0.506,0.0136
11625,11625,Otherside Of America,3JBvJ9PwrYA1oeUzI3FMRI,Meek Mill,0.73,0.772,0.0878
11626,11626,JU$T (feat. Pharrell Williams & Zack de la Rocha),10vS4ZLi4XWlIsNXSQXgqh,"Zack De La Rocha, Run The Jewels",0.68,0.501,0.024
11627,11627,Prospect (ft. Lil Baby),4Zjdzxx0dsavsr7Ehr8fGE,iann dior,0.816,0.579,0.203
11628,11628,Need Me,2dzja72gQodveSpguIQGJl,J.I the Prince of N.Y,0.815,0.567,0.156
11629,11629,La Jeepeta - Remix,5PcInxO1rmTE6Kl2y9akaI,"Alan Gomez, Jona Mix",0.823,0.642,0.147
11630,11630,Bésame (I Need You) (with TINI & Reik),25c15KvAiyM8DNmDoFqwzm,R3HAB,0.839,0.701,0.0165
11631,11631,Fiebre (Prod. King DouDou),5xtxxuIqInrLDSfjA6Co3o,Bad Gyal,0.421,0.72,0.266
11632,11632,Mlks de Sp,2cWCwWJTozhsGxmvrJJaXn,"Recayd Mob, Dfideliz, MC Igu, Jé Santiago, Derek",0.901,0.516,0.0817
11633,11633,Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,2ptHQBO7TQhEkXOeK9ST59,"Grupo Menos É Mais, Di Propósito, Vou Zuar",0.437,0.798,0.603
11634,11634,Psicose,3Hi829to1jWWtcUxMdbJng,"Hungria Hip Hop, Alok",0.713,0.567,0.0751
11635,11635,"Me Desculpa Pai, Me Desculpa Mãe (feat. Dj Digo Beat) - Remix Digo Beat",1ipiDzNe3oxmXbURsgyczF,MC Bruna Alves,0.893,0.349,0.272
11636,11636,Te gusta,0h5iRD8nlDtcn4rwbZzNgg,MC Kevinho,0.724,0.714,0.169
11637,11637,Sogra - Ao Vivo,4x8XaoLvpo6kd51PZD16RK,"Dilsinho, Henrique & Juliano",0.519,0.742,0.55
11638,11638,Vergonha pra Midia,5JsxHA8NttHWThpTCToK1J,"Salvador Da Rima, NOG, Mc Kevin, MC Ryan SP, Mc Lele JP",0.814,0.671,0.219
11639,11639,Tinted Eyes (feat. blackbear & 24kGoldn),68UW3plyDDNg1dkNIZRezJ,DVBBS,0.743,0.801,0.00598
11640,11640,Roses Remix (feat. Future),1KyZ4rUiW2lkqGNLQYKpcC,SAINt JHN,0.941,0.463,0.0247
11641,11641,Secrets,66W1rVTnEv86dIkFhoiElg,"Regard, RAYE",0.848,0.768,0.0412
11642,11642,Que Mal Te Fue,2btKz4s1XrMn5VHe7xZJpi,Natti Natasha,0.782,0.706,0.0941
11643,11643,Cárcel,7f5SeKPwJm4eM4GcngH2SX,Juanka,0.831,0.92,0.262
11644,11644,MORE & MORE,2bAAj29XGc4h1G4oEGYCmg,TWICE,0.739,0.841,0.0312
11645,11645,Agua,5omgFpiMt1CGHjQGfkwzvz,Jarabe De Palo,0.715,0.358,0.743
11646,11646,Toda Remix - Remix,47ZS1OjnJpJVfGN9yHXfMn,"Alex Rose, Rauw Alejandro, Lenny Tavárez, Cazzu, Lyanno",0.512,0.451,0.161
11647,11647,Me Hubieras Dicho,4uLonxEzAX12Dl4XMm0ihC,Yiyo Sarante,0.751,0.747,0.668
11648,11648,The Bigger Picture,44gRhRi2OhEf7moAUj6MD1,Lil Baby,0.59,0.618,0.0127
11649,11649,GO (feat. Juice WRLD),2t7D3y0jvYjR8IP9Bosyew,The Kid LAROI,0.544,0.744,0.185
11650,11650,Tommy Lee (feat. Post Malone),5QZKcQDp0tCcvMdyqEciBV,Tyla Yaweh,0.457,0.621,0.218
11651,11651,TROLLZ (with Nicki Minaj),3dVvWnj4D8JGkKvo6Hucso,6ix9ine,0.744,0.422,0.0319
11652,11652,Shotta Flow 5,1orjH4IkSH9VrWmRCToKV8,NLE Choppa,0.806,0.749,0.0838
11653,11653,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,4Aykm3xrOFSHrAnv80KUhh,DaBaby,0.747,0.689,0.197
11654,11654,Make It Rain,4TgHt7vKCimpywaiKfl0uj,"Pop Smoke, Rowdy Rebel",0.54,0.77,0.194
11655,11655,Snow On Tha Bluff,1oOEkBNp4zWnkD7nWjJdog,J. Cole,0.586,0.512,0.723
11656,11656,Prospect (ft. Lil Baby),4iHSE5R1U8jf84tRn52xRt,iann dior,0.816,0.579,0.203
11657,11657,Savage Love (Laxed - Siren Beat),1xQ6trAsedVPCdbtDAmk0c,"Jawsh 685, Jason Derulo",0.767,0.481,0.234
11658,11658,Do It,35Dh5MnCUPLN3XyAVtQff3,Chloe x Halle,0.725,0.668,0.0932
11659,11659,Sick and Tired (ft. Machine Gun Kelly and Travis Barker),0DILU9jjSTnCv1dcbUH3ib,iann dior,0.748,0.492,0.151
11660,11660,MAMACITA,2g1ukx0VolwI31t8z5vprw,"Black Eyed Peas, Ozuna, J. Rey Soul",0.88,0.63,0.194
11661,11661,Mr. Brightside,7d8GetOsjbxYnlo6Y9e5Kw,The Killers,0.352,0.928,0.00113
11662,11662,Pretty Girls,3fKdTr6Uv8HTb92Ih3QWxa,iann dior,0.732,0.511,0.276
11663,11663,Tak Tiki Tak,6Hw21Z5CmEV78jrncFpMwz,Harry Nach,0.8,0.578,0.336
11664,11664,Caramelo,3gD4J3RUHy4OUuZ3qAiaiG,Ozuna,0.728,0.806,0.0531
11665,11665,El Mismo Aire - con Pablo Alborán,5EbtodsuLbxrFDH6j5avVS,Camilo,0.483,0.492,0.603
11666,11666,Pa Los Gustos Los Colores,6Bd9rs5gv25asdPDRog3ce,Javiielo,0.742,0.683,0.19
11667,11667,Acapella,2wBUN6KcwwPkhvhUa9DKVj,Duki,0.457,0.494,0.647
11668,11668,Jimmy Fallon - Remix,3oyOEGQXpwXVwLSZb088bJ,"Lucho SSJ, Duki, KHEA, C.R.O",0.789,0.722,0.0384
11669,11669,Tak Tiki Tax,7jOrc6UmSoQQdHq8J1c7jS,Fer Palacio,0.708,0.861,0.17
11670,11670,Djadja (feat. Maluma) - Remix,6AzKhCHOms83jvNVLsz0Bt,Aya Nakamura,0.791,0.682,0.175
11671,11671,La Bella y la Bestia,0G0p7mc4wEaQTsUpzEmkEs,"Reik, Morat",0.625,0.759,0.0254
11672,11672,Na Raba Toma Tapão,0AGS6ZRgzobrazmCi6pYMe,Niack,0.962,0.787,0.666
11673,11673,Flores,25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",0.626,0.599,0.255
11674,11674,ASAS,0j1tGcJJfq1nIs4i5GoHXv,Luan Santana,0.339,0.584,0.0391
11675,11675,Pontos de Exclamação - Vintage Culture & Future Class Remix,3AEw2EfF9Ng84Y3WDxV8Cn,Jovem Dionisio,0.787,0.745,0.0739
11676,11676,Previsão De Sofrimento - Ao Vivo,29q6ong0J1OWKjoD1OfBhJ,Diego & Ray,0.586,0.653,0.339
11677,11677,Pode Jogar,6YClJMtJDyyJ2iaUf5npyC,MC Kevin o Chris,0.683,0.602,0.189
11678,11678,Sem Amor - Ao Vivo,2cLD0twSUTL9GgwOJkvdiw,Henrique & Juliano,0.537,0.829,0.293
11679,11679,Amor Atual - Ao Vivo,3T1POGWalxKOyn204Q3ngk,Henrique & Juliano,0.701,0.506,0.826
11680,11680,Deus é por nós,6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,0.782,0.475,0.247
11681,11681,Eterno Replay - Ao Vivo,5JTQjlxPgRgg4pra8s86Rb,Henrique & Juliano,0.658,0.719,0.467
11682,11682,Stunnin',2LUdpPCiiza6UQugipjMeS,"Curtis Waters, Harm Franklin",0.906,0.604,0.329
11683,11683,One Margarita,6NhS5LwYbJ6xD7BGvlWRJO,Luke Bryan,0.641,0.842,0.0969
11684,11684,La Curiosidad,4HYDUMY0xSpeBr0AMY9cUz,"Jay Wheeler, DJ Nelson, Myke Towers",0.845,0.677,0.269
11685,11685,Sin Ti - Remix,6pLcaMkr9zB9nVMqe7sToa,"Jay Wheeler, DJ Nelson, Brytiago",0.735,0.416,0.259
11686,11686,Mayor,1OW47kPsWJfvhcQ7V7XwhC,"Myke Towers, Yandel",0.808,0.736,0.255
11687,11687,Mala Mía,4gu6Akv9Q755ArkE1Vq4rG,"Jay Wheeler, DJ Nelson, Miky Woodz",0.704,0.708,0.196
11688,11688,Fuiste Tú,7HjCBNjTWccEk6ypsQ5QXz,"Jay Wheeler, DJ Nelson",0.793,0.568,0.418
11689,11689,Esa Nota,6lq4xnerNWXUQkl7Pd9iXW,"Jay Wheeler, DJ Nelson, Dalex",0.867,0.538,0.531
11690,11690,Nada Serio,7ujRjXQJKOek0wXXEh6ZYF,"Jay Wheeler, DJ Nelson, Casper Magico",0.769,0.562,0.268
11691,11691,Diferente a El,1UdjNX3zuMeAV7XEi52DFW,"Jay Wheeler, DJ Nelson",0.69,0.721,0.528
11692,11692,Para Ti,7HxsUpCCSuP71Et8u6Jz5l,"Jay Wheeler, DJ Nelson, Alex Rose",0.64,0.316,0.764
11693,11693,Cuéntale,6vnIld8LFXLXDUQsviJWgi,"Jay Wheeler, DJ Nelson, Nio Garcia",0.81,0.404,0.494
11694,11694,Cuando Fue,748TYQSNoIN4p7W8damq2u,"Jay Wheeler, DJ Nelson, Feid",0.78,0.612,0.3
11695,11695,Masoquista,5vvBs55tKriAoArPaqoIhA,"Tempo, Nicky Jam",0.76,0.731,0.429
11696,11696,Pa Olvidarte (feat. Manuel Turizo) - Remix,3k2pw4IRZXUS5W64yd7uVX,"ChocQuibTown, Zion & Lennox, Farruko",0.724,0.791,0.0441
11697,11697,NO MAÑANA,5ml2VU0XlKNwtxZP3kHKqt,"Black Eyed Peas, El Alfa",0.881,0.664,0.0891
11698,11698,Los Bobo Son Mio,0CPwDsfPXKLigbah6wLCs7,Haraca Kiko,0.975,0.847,0.163
11699,11699,Chuky Bobo - Remix,2fSiIohbKFSvWTJXWwUIyR,"Yomel El Meloso, Distin Prada, Royel 27, Pablo Piddy",0.901,0.934,0.0164
11700,11700,La Gente Ta' Loca - Remix,1xnkJ7O4Sz7D6vxPyjZkQt,"Ceky Viciny, Bulin 47, El Mayor Clasico",0.677,0.735,0.0622
11701,11701,Fuerte No Soy,7A07Yu1dRND3RKDzbhKrDs,Intocable,0.659,0.433,0.117
11702,11702,Que Sea,4yKC4OVtG5Z9nIX98r7SQp,"Joan Sebastian, Calibre 50",0.781,0.693,0.701
11703,11703,El Envidioso,3cExeifTyKQSMLLwG70wIo,Los Dos Carnales,0.717,0.59,0.42
11704,11704,Panocha Remix,0OkY7Ce5E4Ogdgi2O9lQBV,"Faraón Love Shady, Ele A El Dominio, Jon Z",0.82,0.551,0.177
11705,11705,Vamos a Escapar - Salsa Version,1A474NyT5UKjqElE2JN6Km,"Alvaro Rod, Amy Gutierrez",0.728,0.793,0.384
11706,11706,VACATION,6q2uIyLqASSpv2SIv2ehWK,Tyga,0.821,0.61,0.0247
11707,11707,Bleed,5XzombolzpiaOSTdj1W0VS,A Boogie Wit da Hoodie,0.698,0.572,0.135
11708,11708,BLACK PARADE,2qzUpSVI4NnPyWxbXwumTj,Beyoncé,0.824,0.555,0.00337
11709,11709,I Hope,23T0OX7QOiIUFShSzbJ5Uo,Gabby Barrett,0.466,0.536,0.0951
11710,11710,Stunnin' (feat. Harm Franklin),2D0dj3hVkRQJCp63cxCPEx,Curtis Waters,0.885,0.685,0.33
11711,11711,MAMACITA,24IgCW19L8lXKyFZwzFtD3,"Black Eyed Peas, Ozuna, J. Rey Soul",0.88,0.626,0.19
11712,11712,Reality Check,2p72O2JobPc9sVz520Hil5,Swae Lee,0.542,0.434,0.176
11713,11713,One Shot (feat. Lil Baby) - From Road To Fast 9 Mixtape,6HM2tjTLqJi0poAkCdnNTB,YoungBoy Never Broke Again,0.589,0.684,0.143
11714,11714,Lockdown,5oZps6mYqU5s7A4WjUZggJ,Anderson .Paak,0.928,0.437,0.144
11715,11715,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,0.611,0.797,0.00543
11716,11716,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC,"Tory Lanez, Jack Harlow",0.904,0.723,0.0631
11717,11717,La Jeepeta (Remix) [DJ Alan & Jona Mix Version],4h7RYyJA1jVaURg3JO7T2y,Alan Gomez,0.823,0.642,0.147
11718,11718,"HOMER EL MERO MERO: Bzrp Music Sessions, Vol. 30",3VCo2tJEa1a8GDCvSIqwP0,"Bizarrap, Homer El Mero Mero",0.707,0.661,0.342
11719,11719,RITMO (Bad Boys For Life),4NCsrTzgVfsDo8nWyP8PPc,"Black Eyed Peas, J Balvin",0.723,0.704,0.0259
11720,11720,¿Qué Ha Pasao'?,5fxnoiUBJ5DMAQEYb2uFOr,"Abraham Mateo, Sofía Reyes",0.648,0.752,0.315
11721,11721,Será,60IzIxSuVAtU71yCmHjxHH,Las Pelotas,0.558,0.73,0.0293
11722,11722,Stay Gold,0UwQTbq7ZtBJ7v530mpaxP,BTS,0.724,0.631,0.0873
11723,11723,La Presión,0LXk0yWcGfACtMKX0igobq,"Lalo Ebratt, Manuel Turizo",0.843,0.634,0.03
11724,11724,Pontos de Exclamação - Vintage Culture & Future Class Remix,25usEf5iGk9HL0LM9VTxue,Jovem Dionisio,0.786,0.75,0.0742
11725,11725,Basta Você Me Ligar - Ao Vivo,3AV1KI22k1jGMz792lDrj1,"Os Barões Da Pisadinha, Xand Avião",0.599,0.914,0.5
11726,11726,Eu Achei,3HWQavBFtwAaXLFdlrc0Ok,MC Paulin da Capital,0.779,0.805,0.37
11727,11727,Manda Áudio,4nsXVD1xw3BRMFUWx5gQRe,Di Propósito,0.63,0.63,0.619
11728,11728,Some Say - Felix Jaehn Remix,7C1trmcQQ5n5RNy4l6ziCv,Nea,0.682,0.7,0.406
11729,11729,Rover (feat. DTG),4slSrbTK1sNK4I1mDYEthf,S1mba,0.613,0.624,0.496
11730,11730,Chicken Fried,3eBnEo9WL34ulBCZlLpUQO,Zac Brown Band,0.566,0.713,0.645
11731,11731,Ur So F**kInG cOoL,6KiEsqGg0HBOSMflVH7Onx,Tones And I,0.816,0.677,0.357
11732,11732,Bésame,3SDvcxPcU7BlV1dAne4dWM,"Play-N-Skillz, Daddy Yankee, Zion & Lennox",0.67,0.865,0.0164
11733,11733,Carita de Inocente (feat. Myke Towers) - Remix,5kQre7o8ky5DXeEPcyaCR1,Prince Royce,0.565,0.781,0.364
11734,11734,Cositas,28MQqYBRGytyNKE263ASRM,"Brytiago, Rauw Alejandro",0.825,0.631,0.21
11735,11735,FEEL THE BEAT,2nfFzgqp18tzFWrUCxFHpo,"Black Eyed Peas, Maluma",0.898,0.528,0.105
11736,11736,Llorarás,2naqSVQHgiaoEpxtkVOhmK,Dimension Latina,0.704,0.884,0.549
11737,11737,El Sarpe,1xMKOLMVZ65Vuo5VTfDQJy,Toledo,0.804,0.658,0.104
11738,11738,NO MAÑANA,6cqMhyqbRd5czXw2TfEVpB,"Black Eyed Peas, El Alfa",0.881,0.664,0.0891
11739,11739,Corona Freestyle,2fRkVtOSF75B5unM9HZDLJ,Eladio Carrion,0.62,0.51,0.354
11740,11740,Sobrevivirás,2PFIIUmuJRhpwOeuwhwvWy,Ricardo Arjona,0.402,0.565,0.283
11741,11741,Vida Ventajosa,72kaj3MRKcGnv2dbukJQRA,Los Dos Carnales,0.735,0.524,0.535
11742,11742,Tatuajes,57dG9il4j7Hi7G8Cqgi0Ts,Joan Sebastian,0.8,0.464,0.741
11743,11743,Estoy Soltera,597HxeFN4prkOZml250ZhR,"Leslie Shaw, Thalia, Farina",0.776,0.865,0.203
11744,11744,Amor Prohibido,4Hmuqk2w1fGqwpMP04aDUu,Grupo Bryndis,0.724,0.777,0.337
11745,11745,Piensa En Mí,1xKP7GVLY33i5jmx1bB1Kk,Grupo Mojado,0.72,0.538,0.348
11746,11746,Salgo Pa La Calle,0KebgQBmTVa4BVmE8Z3qDx,"Mesita, Duki",0.773,0.661,0.16
11747,11747,How You Like That,3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,0.828,0.782,0.0694
11748,11748,Girls in the Hood,6WbTTAGKrQtCQvmc5BuYfh,Megan Thee Stallion,0.821,0.863,0.00824
11749,11749,Wash Us In The Blood,7mEUjhl6aTztdHCrxoTgBG,"Kanye West, Travis Scott",0.67,0.847,0.184
11750,11750,Know My Rights (feat. Lil Baby),7fsNNSLGG8Wi0nFbufCU6L,6LACK,0.789,0.419,0.249
11751,11751,Back At It (feat. Lil Baby),07twUUK8jWUCVsrSoEgbLW,Lil Mosey,0.741,0.678,0.0204
11752,11752,Past Life (with Selena Gomez),4P6IttK2PRBjyr3fm0pP7t,Trevor Daniel,0.612,0.539,0.104
