,Unnamed: 0,song,songcode,artist,danceability,energy,acousticness
3101,3101,Amigos No por Favor (Primera Fila) - En Vivo,2hyAEExgoEfxrVJKUJTqZV,Yuridia,0.56,0.716,0.226
3102,3102,Llamarada,6JEgMLyMEqFTaoQyMg4vhQ,Luis Miguel,0.544,0.707,0.118
3103,3103,No discutamos,4LOoLsXcPdAHzPwSznpq3Y,Luis Miguel,0.485,0.455,0.62
3104,3104,La fiesta del mariachi,6tiY3rQJZ8m1SYDm2h6bJJ,Luis Miguel,0.573,0.861,0.0942
3105,3105,Soy lo prohibido,3zceb1fYe5jdwEmuGvJINO,Luis Miguel,0.286,0.495,0.496
3106,3106,¿Por qué te conocí?,4jcCh4sq5crnjj68GUOEda,Luis Miguel,0.335,0.428,0.547
3107,3107,Dime Cosas Lindas,335SGs7Q58sUqkbgqF5Z3J,Dame 5,0.491,0.842,0.189
3108,3108,Hechizo Caliente,0lVhRvhm4NIyK3cGknHY1f,"VAS, Pijama Party",0.698,0.709,0.0203
3109,3109,Que Se Apague La Luz,1e9eoFJ7cmAI8lbUa7AyNC,"La Reserva, Chule Von Wernich",0.689,0.516,0.0149
3110,3110,El Animal,26XsZqSR4LyhaK3nJoIIaM,Marcos da costa,0.8,0.725,0.162
3111,3111,Perfect Duet (Ed Sheeran & Beyoncé),1bhUWB0zJMIKr9yVPrkEuI,Ed Sheeran,0.587,0.299,0.779
3112,3112,Him & I,3YU6vJbjYUG0tiJyXf9x5V,"G-Eazy, Halsey",0.589,0.731,0.0534
3113,3113,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,Miguel,0.674,0.506,0.173
3114,3114,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,Taylor Swift,0.766,0.709,0.204
3115,3115,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,Taylor Swift,0.613,0.764,0.0527
3116,3116,End Game,2x0WlnmfG39ZuDmstl9xfX,"Taylor Swift, Ed Sheeran, Future",0.649,0.589,0.00845
3117,3117,I Did Something Bad,4svZDCRz4cJoneBpjpx8DJ,Taylor Swift,0.696,0.602,0.0679
3118,3118,Gorgeous,1ZY1PqizIl78geGM4xWlEA,Taylor Swift,0.8,0.535,0.0713
3119,3119,Don’t Blame Me,1R0a2iXumgCiFb7HEZ7gUE,Taylor Swift,0.615,0.534,0.106
3120,3120,Delicate,6NFyWDv5CjfwuzoCkw47Xf,Taylor Swift,0.75,0.404,0.216
3121,3121,Call It What You Want,1GwMQaZz6Au3QLDbjbMdme,Taylor Swift,0.598,0.504,0.186
3122,3122,So Far Away (feat. Jamie Scott & Romy Dya),0OlnLZY4cmQzT6ZGttvWBM,"Martin Garrix, David Guetta",0.526,0.52,0.435
3123,3123,Getaway Car,0VE4kBnHJUgtMf0dy6DRmW,Taylor Swift,0.562,0.689,0.00465
3124,3124,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",4eqne0oIdt9GW2ubiliny0,Judy Garland,0.273,0.161,0.961
3125,3125,Look At Me!,6eYxmK9fdL4hwLnXG2zY3s,XXXTENTACION,0.763,0.726,0.259
3126,3126,This Is Why We Can't Have Nice Things,07NxDD1iKCHbAldceD7QLP,Taylor Swift,0.567,0.789,0.0156
3127,3127,New Year’s Day,7F5oktn5YOsR9eR5YsFtqb,Taylor Swift,0.661,0.151,0.921
3128,3128,Come Through and Chill (feat. J. Cole & Salaam Remi),1m8WpLYXEiNVZchsWEcCSy,Miguel,0.461,0.653,0.158
3129,3129,Dress,6oVxXO5oQ4pTpO8RSnkzvv,Taylor Swift,0.719,0.469,0.0329
3130,3130,Little Saint Nick - 1991 Remix,5xlS0QkVrSH7ssEbBgBzbM,"The Beach Boys, Mark Linett, Sweet, Larry Walsh",0.602,0.553,0.108
3131,3131,King Of My Heart,7HuBDWi18s4aJM8UFnNheH,Taylor Swift,0.675,0.703,0.00882
3132,3132,Silver Bells,4QX5pZQpQTgVlkqfUTDim0,Dean Martin,0.29,0.259,0.9
3133,3133,Pineapple Skies,19EnyPZhNPbRoCxAuv5pKD,Miguel,0.654,0.587,0.026
3134,3134,So It Goes...,5PxFv9yJEg9dxvbZggykro,Taylor Swift,0.574,0.61,0.122
3135,3135,Dancing With Our Hands Tied,7I7JbDv63ZJJsSi24DyJrz,Taylor Swift,0.624,0.691,0.0604
3136,3136,"Mary, Did You Know?",4z8sz6E4YyFuEkv5o7IJni,Pentatonix,0.497,0.312,0.302
3137,3137,Escápate Conmigo (feat. Ozuna),1KSqYYJFyfTecXFk9M0prc,Wisin,0.744,0.859,0.0256
3138,3138,Chambea,6ElmxV9B2mSNscEjP27M7i,Bad Bunny,0.854,0.868,0.24
3139,3139,Todo Comienza en la Disco,3a2aBKuvgP1qHo3BqU3lGh,"Wisin, Daddy Yankee, Yandel",0.826,0.836,0.0961
3140,3140,Vacaciones,1rXojdsUqqxGj2WCmJGWHP,Wisin,0.777,0.911,0.246
3141,3141,Condenado Para el Millon,5UjhWsB5rddZEPlNUcGDLV,Paulo Londra,0.54,0.724,0.00621
3142,3142,Juraste,1xrbyp16GiuTEttWGqNQE6,"Sky, Justin Quiles, Ñengo Flow, Farruko",0.64,0.77,0.153
3143,3143,Te Robo,7iWkLOkV4TzEIH7ciP6guB,Zato DJ,0.907,0.702,0.631
3144,3144,"Escápate Conmigo (feat. Ozuna, Bad Bunny, De La Ghetto, Arcángel, Noriel & Almighty) - Remix",5YY7ht3PCArlLjLbcTiAvh,"Wisin, Arcangel",0.797,0.804,0.0464
3145,3145,100 Años,4gJzpOMYyOpVnbDXlT5aWL,"Ha*Ash, Prince Royce",0.564,0.751,0.0828
3146,3146,Rabiola,228vRHzGfQh47EfLjuY1Yr,MC Kevinho,0.748,0.499,0.149
3147,3147,Ragatanga (Asereje) - Versão Editada,7aSwDCjueXPEIf3OeZiRFR,Rouge,0.625,0.955,0.0112
3148,3148,Harry porra,0BxCStBKNEeV8vXvWLOJXQ,Mc Maha,0.703,0.648,0.441
3149,3149,Apelido Carinhoso,6wXYGqXCLtEHx4VDb2TPcM,Gusttavo Lima,0.708,0.82,0.12
3150,3150,Holly Jolly Christmas,6tjituizSxwSmBB5vtgHZE,Michael Bublé,0.647,0.465,0.865
3151,3151,White Christmas (with Shania Twain),2gbCG4Rt9984UZ7Tc0dIFd,Michael Bublé,0.628,0.484,0.469
3152,3152,Santa Claus Is Coming to Town,5Ber68jZ7ytegr2UISEdb7,Michael Bublé,0.594,0.389,0.785
3153,3153,Rockin' Around The Christmas Tree,5lyikKk6KFWfWCuDDir9Fx,Miley Cyrus,0.603,0.713,0.0409
3154,3154,Move Your Body (feat. Timbaland & Bad Bunny),7ixSri6oiQ6QNcqFlDkptD,Wisin,0.48,0.861,0.126
3155,3155,Luna - Remix,5WlEWvMF659xiJir32WFlv,"Brytiago, Cosculluela, Justin Quiles",0.699,0.694,0.0614
3156,3156,Hasta El Ombligo,78PnrxZysE0olIz1ve1XG7,"Chyno Miranda, Zion & Lennox",0.714,0.86,0.0496
3157,3157,Quisiera Alejarme (feat. Ozuna),5X9daJT0Qg5yLIvUqwPKkX,Wisin,0.708,0.867,0.169
3158,3158,"Banda De Camión (Remix) [feat. Farruko, De La Ghetto, Bryant Myers, Zion, Noriel & Villano Sam]",7jpUBLaFhqzu6Wy4Ud3v93,"El Alfa, Villanosam",0.544,0.978,0.0201
3159,3159,En Barranquilla Me Quedo,3WXfQDsASfXrSojk9WB3aR,"Joe Arroyo, La Verdad",0.642,0.7,0.172
3160,3160,Perm,1I6pKIyaBp4OebTGLJpCCC,Bruno Mars,0.853,0.871,0.0145
3161,3161,Grenade,4lLtanYk6tkMvooU0tWzG8,Bruno Mars,0.706,0.558,0.146
3162,3162,Finesse,5XMkENs3GfeRza8MfVAhjK,Bruno Mars,0.741,0.798,0.00781
3163,3163,Calling All My Lovelies,6ObpR8ek44tvWefQRcSo8K,Bruno Mars,0.662,0.705,0.0392
3164,3164,Marry You,6SKwQghsR8AISlxhcwyA9R,Bruno Mars,0.62,0.832,0.332
3165,3165,Straight up & Down,2mrZYZGmPFV3QOyYPZ1zsn,Bruno Mars,0.552,0.733,0.0209
3166,3166,Pin Pon,2zqKBVUZ4qdIchFwNLOWo8,Liro Shaq,0.903,0.851,0.081
3167,3167,Tembeleke (feat. Crazy Desing),1SeWEXrrqObbQH9vKMrWsb,Liro Shaq,0.896,0.795,0.0376
3168,3168,Party de Popis,69gzO5FuOgJVyTEwLV98T9,"Lo Blanquito, Sholivery, Beto Pelaez, Soco Francis, Lean, Miguel Duarte, Mike",0.792,0.781,0.0572
3169,3169,Limonada Coco - Remix,1itehVOMz2qYoxf4kKksfd,"Musicologo The Libro, Lapiz Conciente",0.894,0.723,0.246
3170,3170,Rock Your Body,7JEugWadlK7uQ5xuqgXQSE,Burna Boy,0.861,0.617,0.0354
3171,3171,Que Fui Tu Amante,1fmiCxwEbZFIszITXsV65M,El Gucci y Su Banda,0.846,0.665,0.154
3172,3172,Nos dijimos todo,5i9BN55sSR94Lfdes8seDp,Once Tiros,0.435,0.854,0.00902
3173,3173,El Poeta Dice la Verdad,2lHxZg55ssoKPyy3oFR8Dc,La Trampa,0.514,0.85,0.00681
3174,3174,Carretera Perdida,5cIUoDDEBcdT0lEyPRwDF9,Buitres,0.678,0.514,0.427
3175,3175,Go Legend (& Metro Boomin),3wAI7MIQtTgwcRmwchPZBc,"Big Sean, Travis Scott",0.656,0.564,0.0167
3176,3176,Pull Up N Wreck (& Metro Boomin),7DuvVy7JfFgXwWlVzyyPys,"Big Sean, 21 Savage",0.49,0.44,0.00806
3177,3177,Never Be the Same,6VpQdig9pdpTSIFItgkJV5,Camila Cabello,0.643,0.709,0.145
3178,3178,Dark Knight Dummo (Feat. Travis Scott),3YeJXuRSNS5FYwOsDu44kD,Trippie Redd,0.28,0.821,0.167
3179,3179,So Good (& Metro Boomin),0fWBFDRTIuk8ZgNdZqhCer,"Big Sean, Kash Doll",0.619,0.404,0.0144
3180,3180,Real Friends,4V6MRo0CEAC9MwAm7dkPuL,Camila Cabello,0.74,0.303,0.835
3181,3181,KOODA,5NT0aZqWImC9fTzkW4z48o,6ix9ine,0.755,0.631,0.184
3182,3182,The Race,3wGXyJGsCf1myH5MooQIqE,Tay-K,0.766,0.606,0.00266
3183,3183,Big Bidness (& Metro Boomin),42XnD59SFcomCJu55EPhqJ,"Big Sean, 2 Chainz",0.657,0.579,0.123
3184,3184,Untouchable,4UgoXTsKI19EdofRMiqhp0,Eminem,0.571,0.886,0.0804
3185,3185,Who's Stopping Me (& Metro Boomin),7dHui7yOhsoj7HdWSuJTW7,Big Sean,0.664,0.552,0.425
3186,3186,Here Comes Santa Claus (Right Down Santa Claus Lane) - 1947 Version,25leEEaz1gIpp7o21Fqyjo,Gene Autry,0.834,0.371,0.799
3187,3187,My Dawg,49K3jbwZmZKaDGTfjpIVg0,"Quality Control, Lil Baby, Kodak Black, Quavo, Moneybagg Yo",0.911,0.637,0.0259
3188,3188,Danger (with Migos & Marshmello),0nhVrTiCGiGRCoZOJiWzm1,Migos,0.814,0.743,0.152
3189,3189,Sober,0GOJobsbOSIF99y6CGr5o6,"G-Eazy, Charlie Puth",0.558,0.766,0.263
3190,3190,Savage Time (& Metro Boomin),6Vur2D5ks3pdAZqqmLIeab,Big Sean,0.508,0.496,0.184
3191,3191,Ice Tray,3wdfLVUhmX64lIyWIIEW8s,"Quality Control, Quavo, Lil Yachty",0.89,0.504,0.023
3192,3192,Even The Odds (& Metro Boomin),5cHorcEr5z7GC0DjKxiWF1,"Big Sean, Young Thug",0.562,0.476,0.435
3193,3193,Do You Hear What I Hear?,4EZUcj7c8n9pWIwHqN0DoH,Bing Crosby,0.489,0.328,0.891
3194,3194,Mistletoe And Holly - Remastered 1999,7faDzZnZYqTyYThx2sbHVQ,Frank Sinatra,0.607,0.103,0.804
3195,3195,Esperándote,1nfyE13arjOuO54HH0zmqj,Manuel Turizo,0.697,0.648,0.425
3196,3196,Dembow,2EzRdhuoPyNJDlep7lnNf2,Danny Ocean,0.802,0.744,0.0807
3197,3197,Háblame Bajito,1s46xFwjfRUkRlPlX3PwPk,"Abraham Mateo, 50 Cent, Austin Mahone",0.791,0.646,0.135
3198,3198,Check-In,15MJGWNReEUQg5bmVmBjvh,Luan Santana,0.723,0.732,0.263
3199,3199,Harry Porra,2iMExhesVankHz7PVnbwXR,Mc Maha,0.703,0.648,0.441
3200,3200,Treat You Better,3AFfyUXTfj12PgrOkZiiJo,Shawn Mendes,0.748,0.819,0.13
3201,3201,Mercy,0Zxswuv5xzIhxDnsKJLq82,Shawn Mendes,0.561,0.674,0.118
3202,3202,Jingle Bells (feat. The Puppini Sisters),4qBejt9FeqLI9blHI1Nq1x,Michael Bublé,0.702,0.588,0.634
3203,3203,Sleigh Ride,597IVBYr60vm0HKjgOnztJ,Carpenters,0.694,0.243,0.871
3204,3204,Yo Aprendi,5SGBj4FTKtBQFkVqQona2V,Danay Suárez,0.843,0.566,0.497
3205,3205,Scooby Doo Pa Pa,1xndOD8CreR5ctkOv5G1LN,Dj Kass,0.91,0.754,0.0396
3206,3206,Si Pudiera,5SqG2MEuRjwhxi1DcRR4V8,Manuel Medrano,0.636,0.527,0.278
3207,3207,Soy el Mejor,0qhEzYGGZU1rciVkCStO68,"Lary Over, Darell",0.6,0.606,0.374
3208,3208,Tu Papi,2zr0FXDA5jFisqBjMr9QdB,Akim,0.648,0.645,0.527
3209,3209,Vai Toma,0zXJSQCjmoGIou49cLTZEm,Aldair Playboy,0.836,0.553,0.382
3210,3210,Pegaria (feat. Chirola),5ETf4a0VZODCXzmAT7XPaf,LaNuestra,0.688,0.616,0.0821
3211,3211,Me provoca (Noche loca),6hTvQmZwsvcRpHQbLUwpZE,#TocoParaVos,0.812,0.723,0.0155
3212,3212,Soltera,2Qf8bBlfVYXwGNj8NXvYSu,"Sonido Cristal, La Sandonga",0.669,0.611,0.329
3213,3213,River (feat. Ed Sheeran),5UEnHoDYpsxlfzWLZIc7LD,Eminem,0.757,0.748,0.17
3214,3214,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,"G-Eazy, A$AP Rocky, Cardi B",0.838,0.771,0.0117
3215,3215,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,G-Eazy,0.589,0.731,0.0534
3216,3216,Believe,2XDhuJvvx2wcIROXbfTTYr,Eminem,0.886,0.488,0.166
3217,3217,Jingle Bell Rock,1cImYkHOQMFE7AZC9aOk4y,Bobby Helms,0.741,0.34,0.614
3218,3218,Sober,3qk4wRMDlaeagZGjSYbsOV,"G-Eazy, Charlie Puth",0.558,0.766,0.263
3219,3219,Walk On Water (feat. Beyoncé),5PIBgH1cUFwu5IiUk9tnN9,Eminem,0.468,0.444,0.796
3220,3220,Like Home (feat. Alicia Keys),2rozzUGTRWqhTa2NzJAl8I,Eminem,0.778,0.783,0.258
3221,3221,Remind Me,0OMt4Qyetdbw2eUEvKBdHH,Eminem,0.764,0.867,0.125
3222,3222,Chloraseptic (feat. Phresher),2MdMjF20umbTe4y2FgdnG8,Eminem,0.894,0.749,0.0396
3223,3223,Bad Husband (feat. X Ambassadors),5p9ufaI7TwrlXtmiKCz3q3,Eminem,0.51,0.72,0.083
3224,3224,Untouchable,4g2j0YZdGB8x5vQjXmJsKN,Eminem,0.546,0.89,0.0781
3225,3225,Tragic Endings (feat. Skylar Grey),107CfwBqfICzcKur8k7UCA,Eminem,0.634,0.771,0.429
3226,3226,The Beautiful & Damned,2WWruw7ul9N7eqoHELyMc2,"G-Eazy, Zoe Nash",0.656,0.804,0.173
3227,3227,Nowhere Fast (feat. Kehlani),6Ww0J5EFjiPxkgZpEkRQVN,Eminem,0.708,0.729,0.261
3228,3228,Offended,3IkACj2ZEsmDLzhQNBW2XH,Eminem,0.656,0.871,0.573
3229,3229,Framed,05CgKydlFJALNy4JTHeMgs,Eminem,0.744,0.821,0.0113
3230,3230,Castle,6P2ffRHZZ8CdH3GfWq71Ci,Eminem,0.657,0.826,0.0228
3231,3231,Lemon,4PpuH4mxL0rD35mOWaLoKS,"N.E.R.D, Rihanna, Pharrell Williams",0.916,0.727,0.00214
3232,3232,In Your Head,72i5s3SBDEkaRUOgUTlkfO,Eminem,0.618,0.792,0.00194
3233,3233,Arose,0chdEzeIcgfNYbWJBpgvzR,Eminem,0.612,0.904,0.182
3234,3234,Revival (Interlude),3PAwprj5tcrX8vV9BbBL9X,Eminem,0.613,0.288,0.857
3235,3235,Heat,7oDTApxHeWzTQOR7GPPxw4,Eminem,0.835,0.864,0.163
3236,3236,Need Me (feat. Pink),4hGZxsGcFnuCJXn25EWj5j,Eminem,0.697,0.664,0.00501
3237,3237,"American Dream (feat. J. Cole, Kendrick Lamar)",2j8MsmmNqmc6UBEA54KOlY,Jeezy,0.64,0.849,0.058
3238,3238,Plain Jane REMIX (feat. Nicki Minaj),2YzmfPLqUx5CJOaw5ThsBV,A$AP Ferg,0.791,0.839,0.0588
3239,3239,The Plan,7fOPVfABNLg3sxtgXBhBdp,G-Eazy,0.826,0.597,0.00278
3240,3240,Pray For Me,6wOCaV1MY8CN2ujNJSfr5z,G-Eazy,0.77,0.502,0.0614
3241,3241,"Baby, It's Cold Outside",4MrfQL4TYQXJBlZYpAHTuE,Dean Martin,0.469,0.196,0.882
3242,3242,But A Dream,6sDCgB1Ulh7aw92mk0opyd,G-Eazy,0.583,0.685,0.162
3243,3243,Have Yourself A Merry Little Christmas,7Hz6LLOVxrojLPIHJJ1S0E,Sam Smith,0.426,0.177,0.954
3244,3244,Mele Kalikimaka - Single Version,6UrKVLhzBYZY6fXmNyCLDi,"Bing Crosby, The Andrews Sisters",0.463,0.285,0.838
3245,3245,Bum Bum Tam Tam,4zWO4gvuFtw6EJZC5FFGlr,"MC Fioti, Future, J Balvin, Stefflon Don, Juan Magán",0.896,0.673,0.346
3246,3246,Algo Tiene,5HMLzZJYj3gRo2ulIBSC5d,Natalie Perez,0.61,0.687,0.644
3247,3247,Dorado,3J4cbpVuuo8sdLWcEajRA3,Ecko,0.841,0.797,0.0757
3248,3248,Si Te Lastime,7k09lnI8FXcEREvDps6oPJ,Seven Kayne,0.742,0.505,0.143
3249,3249,Joga O Bum Bum Tam Tam,58tUwXG7xKE7gzNOp6Msca,MC Fioti,0.94,0.492,0.627
3250,3250,Muevelo Mami,2BIxGGD8Rs7OmJqkzmfxG2,"Iacho, KHEA, Seven Kayne, Omar Varela",0.815,0.698,0.125
3251,3251,More Than You Know,71bBFbfn2OBK5QwUJSLS44,Axwell /\ Ingrosso,0.642,0.733,0.0274
3252,3252,rockstar - Remix,4fy6HNnu1XXq2j1Y56EP2H,"Post Malone, Nicky Jam, Ozuna",0.674,0.588,0.181
3253,3253,Vuelve,4KM3EegQxVIvcihTEjPdRf,Danny Ocean,0.746,0.361,0.369
3254,3254,Vai malandra (feat. Tropkillaz & DJ Yuri Martins),6u0EAxf1OJTLS7CvInuNd7,"Anitta, Mc Zaac, Maejor",0.876,0.55,0.0227
3255,3255,Coladinha em Mim - Ao Vivo,2lN3l0jHCjVulwdPX6NvUn,"Gustavo Mioto, Anitta",0.623,0.68,0.354
3256,3256,Escalada pra Jogar,1m1vw2OQTYHt9AukcIPs8x,Henrique & Diego,0.722,0.858,0.177
3257,3257,Vai Faz a Fila,7cz1gO9AxCORurtWIpQHzP,Mc Denny,0.894,0.75,0.0669
3258,3258,Contatinho (feat. Luan Santana),47zBTlbsiXs9ooyPo7Z7VT,Nego do Borel,0.663,0.845,0.346
3259,3259,Anti-Amor - Ao Vivo,4lHu4NduxtNJU4mxAuMRXB,"Gustavo Mioto, Jorge & Mateus",0.643,0.541,0.463
3260,3260,Underneath the Tree,3nAp4IvdMPPWEH9uuXFFV5,Kelly Clarkson,0.509,0.812,0.0013
3261,3261,Canada Goose,0c473vwMZxxXcdhHay62PN,"Pressa, Tory Lanez",0.846,0.627,0.121
3262,3262,Issues,7vu0JkJh0ldukEYbTVcqd0,Julia Michaels,0.728,0.415,0.401
3263,3263,"You're A Mean One, Mr. Grinch - From Dr. Seuss' 'How The Grinch Stole Christmas'",6Tof6kPUc2a17GKaKz4IXz,Thurl Ravenscroft,0.478,0.475,0.946
3264,3264,The First Noel - Remastered 1999,6keKIzkXWdbwJWMBJQUwYl,Frank Sinatra,0.176,0.153,0.956
3265,3265,All I Want for Christmas Is You,0xPaZrF25ltzvz1a2Pm5DQ,Michael Bublé,0.503,0.465,0.42
3266,3266,Joy To The World,3eLWJ29j2FGM91T7aGlHHW,Nat King Cole,0.559,0.381,0.783
3267,3267,Solo - Remix,3l7mBXrUfRwa4VO8nHLAgJ,"Lary Over, Amenazzy, Farruko",0.748,0.532,0.389
3268,3268,La Dama,18Lf9mbzkZnQDjksUhpIqY,"KAROL G, Cosculluela",0.842,0.771,0.122
3269,3269,Ojalá (feat. Darell),3EMDvnVpQd9RZJvKSpOhUm,"De La Ghetto, Almighty, Bryant Myers",0.64,0.529,0.372
3270,3270,Perfect Symphony (Ed Sheeran & Andrea Bocelli),3zl7j5ua8mF4JDYuxrfo01,Ed Sheeran,0.544,0.417,0.586
3271,3271,El Motorcito,7GbaRVvQssD6xGizMFJxaY,Lirico En La Casa,0.602,0.684,0.0611
3272,3272,Quiero Llevarte,5wBZilXxSdlPIemNUUhnQt,"Salim, Amenazzy",0.616,0.611,0.25
3273,3273,Suave,6NtlO37F4rjD1Z11jnV1rJ,El Alfa,0.85,0.835,0.163
3274,3274,El Intruso,0gSBSVrek88L0xnSUQwlst,Zacarias Ferreira,0.819,0.641,0.65
3275,3275,Me Vas a Extrañar,3bBgqFMlOqEIByHGxHMeBI,Yiyo Sarante,0.643,0.837,0.498
3276,3276,Voy Después,5zM1W3NIfDecVGOjXL65Ne,"El Nene la Amenazzy, DJ Dickson",0.686,0.573,0.477
3277,3277,El Problema,5UJsYyBi0CdSJl0ul5aTgO,Ricardo Arjona,0.626,0.714,0.507
3278,3278,Miss Lonely,1O1ivWmmBHUfDpIuNn2hCd,Sech,0.641,0.688,0.28
3279,3279,Clint Eastwood,7yMiX7n9SBvadzox8T5jzT,Gorillaz,0.663,0.694,0.0249
3280,3280,No Me Busques,2qZ4fW76bEwtVZJV9nbnN7,Agus Padilla,0.591,0.743,0.252
3281,3281,Ave María,4ESTxp7HLpplDNA2n1jhFn,"Lafame, Sebastian Yatra",0.743,0.936,0.158
3282,3282,Bartier Cardi (feat. 21 Savage),75FDPwaULRdYDn4StFN2rT,Cardi B,0.909,0.546,0.000704
3283,3283,Modern Slavery,7J6bnDDitOwfelaJNixHhL,"Huncho Jack, Travis Scott, Quavo",0.765,0.733,0.00186
3284,3284,Dubai Shit,6urLjX35oXXRYtcH1b3dCh,"Huncho Jack, Travis Scott, Quavo, Offset",0.774,0.529,0.0674
3285,3285,Black & Chinese,628Ueb4sRiXApObhcU9iPU,"Huncho Jack, Travis Scott, Quavo",0.668,0.844,0.00389
3286,3286,Saint,7foypmc7KZyU716Yv63BPe,"Huncho Jack, Travis Scott, Quavo",0.866,0.648,0.009
3287,3287,Eye 2 Eye,4vwfOiyWxXeEdx4ejAJgdx,"Huncho Jack, Travis Scott, Quavo, Takeoff",0.818,0.65,0.00122
3288,3288,Motorcycle Patches,7g7raxdQpiLZT7aOlib4S1,"Huncho Jack, Travis Scott, Quavo",0.868,0.657,0.0158
3289,3289,Huncho Jack,5vuiHi3QYbwcm1OKJOYnrf,"Huncho Jack, Travis Scott, Quavo",0.793,0.574,0.011
3290,3290,Saint Laurent Mask,7JGyxh8G8QZnu4AMJuCqlj,"Huncho Jack, Travis Scott, Quavo",0.771,0.596,0.0379
3291,3291,Go,4RgoqOBE34Q6zZj8K7RUAx,"Huncho Jack, Travis Scott, Quavo",0.755,0.898,0.32
3292,3292,Stir Fry,4fndbjoz1qJyK6JcLdKfzm,Migos,0.813,0.808,0.00693
3293,3293,Moon Rock,7bTH8LgGSwyNNE4r1k95Zp,"Huncho Jack, Travis Scott, Quavo",0.72,0.717,0.0092
3294,3294,How U Feel,7CWiWkccuRRdrmaW6AjVEf,"Huncho Jack, Travis Scott, Quavo",0.86,0.799,0.0532
3295,3295,Where U From,11cCVYamncF0ezwjj1irQ0,"Huncho Jack, Travis Scott, Quavo",0.756,0.757,0.0542
3296,3296,The Little Drummer Boy,2zHu4GAsQIw2skGszWEMFY,Bing Crosby,0.643,0.131,0.869
3297,3297,Best Man,2hIFuoXhzcZGvmdtSE35lc,"Huncho Jack, Travis Scott, Quavo",0.673,0.687,0.00304
3298,3298,Merry Christmas Darling - Album Version/Remix,1QXg7pVx5hpAZWw8KIAcGw,Carpenters,0.327,0.24,0.851
3299,3299,La Modelo,2m2ZGfJcs3lHWNPzhWH3XH,"Ozuna, Cardi B",0.822,0.743,0.213
3300,3300,Sleigh Ride,5ymVfeMK8cDew5vzntTuc7,Andy Williams,0.571,0.634,0.724
3301,3301,Silent Night,0i7lZhEMEheehKyCtBJIIL,Carpenters,0.125,0.174,0.949
3302,3302,All I Want For Christmas (Is My Two Front Teeth) - Remastered,4FQJyi8gnbhKy623wNx6Ps,Nat King Cole Trio,0.752,0.0869,0.967
3303,3303,The Man With The Bag,56dllQaFZBw3SPTiKZvqYH,Kay Starr,0.674,0.319,0.642
3304,3304,Santa Claus Is Coming To Town,6a1hzBiTkgqTsDA0Xgfh9z,The Jackson 5,0.682,0.577,0.271
3305,3305,Mall,0frzpcv2zCUk13mn0X824T,Gucci Mane,0.749,0.809,0.0484
3306,3306,Fairytale of New York (feat. Kirsty MacColl),3VTNVsTTu05dmTsVFrmGpK,The Pogues,0.271,0.551,0.582
3307,3307,Driving Home for Christmas,0ZoHHROTzwIYeNAHRPedTY,Chris Rea,0.603,0.705,0.556
3308,3308,Bonita - Remix,400nZFg9JEXd9DTBJf1PE3,"J Balvin, Jowell & Randy, Nicky Jam, Wisin, Yandel, Ozuna",0.798,0.905,0.0127
3309,3309,Vete,2rZB6indPhp8C5AZK1PpkS,KHEA,0.619,0.563,0.29
3310,3310,Amor para un Rato,3j1o2GHPuRUoXC5KkiE6oU,Olvidate!,0.767,0.82,0.0222
3311,3311,Enamorado de Ti,0Ir7G0Xba6PIDUBKObagNA,La Nueva Luna,0.454,0.907,0.184
3312,3312,Gabriela,0yDywtFV5WIZBFGuC082Mo,Ulises Bueno,0.645,0.8,0.344
3313,3313,Márchate ahora,3voxukrHBXctzxdSbCycey,Los Totora,0.76,0.775,0.148
3314,3314,Coladinha em Mim - Ao Vivo,4JPSfCXQe6kDliMIJTqISW,"Gustavo Mioto, Anitta",0.623,0.68,0.354
3315,3315,Anti-Amor - Ao Vivo,7JdZZfozlODQ08ATf8xIZ6,"Gustavo Mioto, Jorge e Mateus",0.643,0.541,0.463
3316,3316,Pegada Que Desgrama,2gl2F5Z6ReNVh0wcyPLCKA,Naiara Azevedo,0.762,0.755,0.0723
3317,3317,Não Deixo Não,2hgsL5UcOToRWUnNg9Jxfi,Mano Walter,0.851,0.752,0.603
3318,3318,Acabou Acabou (Quando Eu Digo Que Acabou) - Ao Vivo,7krl54SfiKf4fMlM7lGlWc,"Gabriel Diniz, Wesley Safadão",0.657,0.934,0.456
3319,3319,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,4trOLZ5ybHUHHngGL1Mzbg,Atitude 67,0.67,0.836,0.603
3320,3320,I'll Be Home For Christmas - Single Version,4RppWtszgz5gPVOKUQazCH,Bing Crosby,0.199,0.205,0.678
3321,3321,What Child Is This?/The Holly And The Ivy,6ScCr1C4VIFzulq8bP65mj,Bing Crosby,0.342,0.18,0.991
3322,3322,Here We Come a-Caroling / We Wish You a Merry Christmas,4LUAIXN6bpnEVaJZOLfuDt,Perry Como,0.571,0.166,0.978
