,artist,genre
1465,T3R Elemento,"['corrido', 'corridos tumbados', 'norteno', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1466,Lenin Ramírez,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1467,Carlo Supo,['salsa peruana']
1468,Anderson .Paak,['escape room']
1469,Gunna,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']"
1470,Rodrigo,['pop']
1471,Pedro Capó,"['latin', 'latin pop', 'puerto rican pop']"
1472,R.E.M.,"['alternative rock', 'athens indie', 'classic rock', 'permanent wave', 'pop rock', 'rock']"
1473,Danna Paola,"['latin', 'latin pop', 'latin viral pop', 'mexican pop', 'pop']"
1474,Árbol,
1475,Enzo Rabelo,['batidao romantico']
1476,Danny Romero,"['electro latino', 'latin pop', 'spanish pop']"
1477,Drake Bell,['post-teen pop']
1478,Alan Gomez,
1479,Márcia Fellipe,"['forro', 'sertanejo pop']"
1480,Jhay Cortez,"['latin', 'reggaeton', 'trap latino']"
1481,Ryan Roy,
1482,Dancehall Word,
1483,Takeoff,"['atl hip hop', 'rap', 'southern hip hop', 'trap']"
1484,Normani,"['dance pop', 'pop', 'post-teen pop', 'r&b']"
1485,Marcianos Crew,"['argentine hip hop', 'rap underground argentino', 'trap argentino']"
1486,Zeeba,['brazilian edm']
1487,Mc Th,"['hopebeat', 'indie pop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'piano rock', 'pop rock', 'stomp and holler']"
1488,Elis Regina,"['bossa nova', 'brazilian jazz', 'mpb', 'samba']"
1489,Blue Öyster Cult,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock', 'soft rock']"
1490,Yannc,"['reggaeton flow', 'trap latino']"
1491,Dani Darcourt,"['modern salsa', 'pop peruano', 'salsa peruana']"
1492,Audioiko,['pop paraguayo']
1493,BB Nobre,"['rap dominicano', 'trap dominicano']"
1494,K/DA,['k-pop girl group']
1495,Moneybagg Yo,"['hip hop', 'memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']"
1496,Comethazine,"['meme rap', 'rap', 'trap', 'underground hip hop', 'vapor trap', 'viral rap']"
1497,Sorriso Maroto,"['pagode', 'sertanejo', 'sertanejo universitario']"
1498,Gustavo Moura & Rafael,['sertanejo pop']
1499,Analaga,['sertanejo pop']
1500,Maikel Delacalle,"['latin pop', 'trap latino', 'urbano espanol']"
1501,Mc Leléto,"['funk carioca', 'funk ostentacao']"
1502,POCAH,"['disney', 'hollywood', 'movie tunes']"
1503,Backstreet Boys,"['boy band', 'dance pop']"
1504,Yeison Jimenez,"['colombian pop', 'musica popular colombiana']"
1505,Bamboleo,"['cubaton', 'timba']"
1506,City Girls,"['dance pop', 'pop', 'pop rap', 'r&b', 'scam rap', 'trap queen']"
1507,C.R.O,"['trap argentino', 'trap latino', 'trap triste']"
1508,Lucho SSJ,"['trap argentino', 'trap chileno', 'trap latino']"
1509,Furacao Love,['batidao romantico']
1510,Avine Vinny,"['forro', 'sertanejo pop']"
1511,JENNIE,['k-pop']
1512,"Gotay ""El Autentiko""","['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']"
1513,Ceky Vicini,
1514,Kany Garcia,"['latin', 'latin pop', 'puerto rican pop']"
1515,Banda Los Sebastianes,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
1516,Stan Kenton,"['big band', 'cool jazz', 'swing']"
1517,JID,"['hip hop', 'rap', 'underground hip hop']"
1518,The Ronettes,"['adult standards', 'brill building pop', 'classic girl group', 'motown', 'soul']"
1519,MC Levin,"['funk carioca', 'funk ostentacao']"
1520,Josh Jips,
1521,Leoni Jut,
1522,Rube Claws,
1523,Bulova,"['dembow', 'dominican pop', 'rap dominicano']"
1524,Ski Mask The Slump God,"['miami hip hop', 'rap', 'underground hip hop']"
1525,*NSYNC,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
1526,Oriente,"['brazilian hip hop', 'brazilian reggae']"
1527,Ceaese,"['chilean indie', 'rap chileno', 'trap chileno', 'trap latino']"
1528,Angel Gutiérrez,
1529,Zanto,['rap uruguayo']
1530,Marko Silva,['reggaeton flow']
1531,DJ Alex,['cumbia pop']
1532,Lunay,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1533,Stevie Wonder,"['adult standards', 'funk', 'motown', 'quiet storm', 'soul']"
1534,Elton John,"['glam rock', 'mellow gold', 'piano rock', 'soft rock']"
1535,Leona Lewis,"['british soul', 'dance pop', 'europop', 'pop', 'post-teen pop', 'talent show', 'urban contemporary']"
1536,Gwen Stefani,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'urban contemporary']"
1537,Kylie Minogue,"['australian dance', 'australian pop', 'dance pop', 'electropop', 'eurodance', 'europop', 'new wave pop', 'pop']"
1538,Los Power,['reggaeton chileno']
1539,Jose Manuel,"['nuevo regional mexicano', 'sierreno']"
1540,Aleman,"['mexican hip hop', 'trap mexicano']"
1541,Pancho Barraza,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican', 'tropical']"
1542,Lyanno,"['latin', 'reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
1543,Peter Manos,['indie cafe pop']
1544,Rafa Pabön,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1545,Diego & Arnaldo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1546,Shakin' Stevens,"['classic uk pop', 'new wave pop', 'rock-and-roll', 'rockabilly', 'soft rock']"
1547,Darkiel,"['reggaeton', 'reggaeton flow', 'trap latino']"
1548,Yomel El Meloso,"['dembow', 'dominican pop', 'rap dominicano']"
1549,Puerto Rican Power,"['latin', 'salsa', 'salsa puertorriquena', 'tropical']"
1550,Gian Varela,"['big room', 'panamanian pop']"
1551,Blonda,['danish electropop']
1552,Darlene Love,"['adult standards', 'brill building pop', 'motown']"
1553,Los Charros,"['cumbia chilena', 'cumbia ranchera']"
1554,Banda XXI,"['argentine rock', 'cuarteto', 'cumbia pop', 'cumbia villera']"
1555,DJ Zullu,"['funk 150 bpm', 'funk carioca']"
1556,Idina Menzel,"['hollywood', 'show tunes']"
1557,Ella Fitzgerald,"['adult standards', 'jazz blues', 'swing', 'vocal jazz']"
1558,Jessie J,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b']"
1559,Nina Nesbitt,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'neo-singer-songwriter', 'pop', 'post-teen pop', 'uk pop', 'viral pop']"
1560,Train,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
1561,Donny Hathaway,"['chicago soul', 'classic soul', 'funk', 'motown', 'neo soul', 'quiet storm', 'soul', 'southern soul']"
1562,Johnny Mathis,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'mellow gold', 'vocal jazz']"
1563,Los Embajadores Vallenatos,['vallenato']
1564,Guillermo Buitrago,"['classic colombian pop', 'cumbia', 'musica llanera', 'musica popular colombiana']"
1565,Grupo Niche,"['latin', 'salsa', 'salsa colombiana', 'tropical']"
1566,Guayacán Orquesta,"['musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical']"
1567,Yuri,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
1568,Cardenales De Nuevo León,"['corrido', 'norteno', 'regional mexican', 'tropical']"
1569,Pandora,"['eurodance', 'latin', 'latin pop']"
1570,El Gran Combo De Puerto Rico,"['boogaloo', 'latin', 'salsa', 'salsa puertorriquena', 'tropical']"
1571,Cumbias Viejitas,
1572,Mariano Bermudez,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
1573,Arrancandonga,['plena uruguaya']
1574,Calboy,"['chicago rap', 'melodic rap', 'rap', 'trap', 'vapor trap']"
1575,SHAED,"['electropop', 'pop']"
1576,Gilda,"['argentine rock', 'cumbia villera', 'rock en espanol']"
1577,Los Palmeras,"['cumbia santafesina', 'cumbia villera']"
1578,Mitchell Tenpenny,"['contemporary country', 'heartland rock']"
1579,Lewis Capaldi,"['pop', 'uk pop']"
1580,Jeremy Zucker,"['electropop', 'pop', 'post-teen pop']"
1581,La Sonora De Tommy Rey,"['chilean rock', 'nueva cancion']"
1582,Don Medardo y Sus Players,['ecuadorian pop']
1583,Raymix,"['nu-cumbia', 'regional mexican', 'tropical']"
1584,La Factoria,"['latin', 'latin hip hop', 'latin pop', 'reggaeton']"
1585,Grupo Cañaveral De Humberto Pabón,"['chilena', 'cumbia sonidera', 'tropical']"
1586,Reggaeton bachata Hit,
1587,Luciana,['dance pop']
1588,Blueface,"['cali rap', 'trap']"
1589,Fer Palacio,"['pop argentino', 'rkt']"
1590,Lennon Stella,"['alt z', 'canadian pop', 'dance pop', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']"
1591,Princesa Alba,"['chilean indie', 'trap chileno']"
1592,Sergio Echenique,['dominican pop']
1593,Ronald El Killa,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']"
1594,Axel Caram,['cumbia pop']
1595,Gesaffelstein,"['dark clubbing', 'destroy techno', 'electro house']"
1596,Shoreline Mafia,"['cali rap', 'trap', 'underground hip hop']"
1597,Dominic Fike,"['alternative pop rock', 'pop', 'pop rap']"
1598,Ed Maverick,"['chihuahua indie', 'indie triste', 'mexican indie']"
1599,El Boza,
1600,Gian Marco,"['latin', 'latin pop', 'peruvian rock', 'pop peruano', 'tropical']"
1601,James Blake,"['indie soul', 'uk alternative pop']"
1602,Whadi Gama,"['batidao romantico', 'funk carioca']"
1603,Mumuzinho,"['pagode', 'pagode novo']"
1604,Yiordano Ignacio,['reggaeton chileno']
1605,El Chuape,['dembow']
1606,Américo,['cumbia chilena']
1607,CB Records Music,
1608,Vampire Weekend,"['baroque pop', 'modern rock']"
1609,FIESTA!,"['cumbia sonidera', 'musica costena']"
1610,F4ST,
1611,Orgânico,"['brazilian hip hop', 'pop rap brasileiro']"
1612,Polimá Westcoast,"['trap chileno', 'trap latino', 'trap triste']"
1613,Yoskar Sarante,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
1614,Juan Oliva,['pop catracho']
1615,Reyli Barba,"['latin', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']"
1616,Italian Somali,['panamanian pop']
1617,Pekeño 77,"['rap uruguayo', 'trap latino']"
1618,Lasso,"['latin', 'latin pop', 'pop venezolano']"
1619,Breno & Caio Cesar,"['sertanejo pop', 'sertanejo universitario']"
1620,Vitão,['pop nacional']
1621,Mazzoni,['italo dance']
1622,Mabel,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
1623,Paola Jara,['musica popular colombiana']
1624,Koffee,"['dancehall', 'modern reggae']"
1625,Kapuchino,
1626,Adriel Favela,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1627,Dalex,"['latin', 'r&b en espanol', 'reggaeton', 'trap latino']"
1628,The La Planta,['cumbia pop']
1629,Modo Diablo,['trap argentino']
1630,Pablo Chill-E,"['reggaeton flow', 'trap chileno', 'trap latino', 'urbano espanol']"
1631,La Oreja de Van Gogh,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'spanish pop', 'spanish pop rock']"
1632,YUNGBLUD,"['british indie rock', 'modern rock', 'pop', 'rock']"
1633,Kacey Musgraves,"['contemporary country', 'country dawn', 'pop', 'post-teen pop', 'texas country']"
1634,João Gustavo e Murilo,"['sertanejo pop', 'sertanejo universitario']"
1635,Dermot Kennedy,"['folk-pop', 'irish pop', 'pop']"
1636,Collie Buddz,"['dancehall', 'jawaiian', 'modern reggae', 'reggae fusion']"
1637,Carlos Montesquieu,
1638,Guaynaa,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
1639,Yemil,['panamanian pop']
1640,Cazu,"['brazilian rock', 'mpb', 'rock nacional brasileiro']"
1641,Gabriel Elias,['brazilian reggae']
1642,Dynho Alves,"['brega funk', 'funk carioca']"
1643,Myke Towers,['trap latino']
1644,David Rees,
1645,Sartiboy,['guatemalan pop']
1646,Ir Sais,"['basshall', 'dutch hip hop', 'dutch rap pop', 'ritmo kombina']"
1647,Jonas Brothers,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']"
1648,Summer Walker,"['pop', 'r&b']"
1649,Solange,"['afrofuturism', 'alternative r&b', 'dance pop', 'escape room', 'hip pop', 'indie soul', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
1650,Lil Nas X,"['lgbtq+ hip hop', 'pop rap']"
1651,YK Osiris,"['melodic rap', 'pop r&b', 'trap']"
1652,Maricarmen Marin,"['cumbia peruana', 'pop peruano']"
1653,Parangolé,"['axe', 'funk carioca', 'pagode', 'pagode baiano']"
1654,PEDRO SAMPAIO,['funk carioca']
1655,Hugo & Guilherme,['sertanejo pop']
1656,Drax Project,"['australian pop', 'nz pop']"
1657,Forest,
1658,BARBEL,['stockholm indie']
1659,Susan Ochoa,['pop peruano']
1660,Maren Morris,"['contemporary country', 'country', 'pop', 'texas country']"
1661,FLETCHER,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'post-teen pop', 'social media pop']"
1662,Emilia,
1663,Los Piojos,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
1664,Dante Spinetta,"['argentine indie', 'argentine rock']"
1665,Marvell Boi,
1666,Various Artists,
1667,Ivy Queen,"['latin', 'latin hip hop', 'latin pop', 'rap latina', 'reggaeton', 'trap latino', 'tropical']"
1668,Roddy Ricch,"['melodic rap', 'rap', 'trap']"
1669,NLE Choppa,['memphis hip hop']
1670,Gloria Trevi,"['latin', 'latin arena pop', 'latin pop', 'mexican pop']"
1671,Djonga,"['afrofuturismo brasileiro', 'rap mineiro']"
1672,Pk,"['funk carioca', 'trap funk']"
1673,Polo G,['chicago rap']
1674,Afaz Natural,"['colombian hip hop', 'reggae en espanol']"
1675,Don Patricio,"['trap latino', 'urbano espanol']"
1676,0-600,"['argentine hip hop', 'trap argentino']"
1677,PNL,"['french hip hop', 'pop urbaine']"
1678,Mötley Crüe,"['glam metal', 'hard rock', 'metal', 'rock', 'sleaze rock']"
1679,Alex R.,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
1680,Anthony Santos,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
1681,Aldo Trujillo,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1682,Jhon el Diver,
1683,DaBaby,"['north carolina hip hop', 'rap']"
1684,MDBCrew,
1685,Camilo,"['colombian pop', 'reggaeton colombiano']"
1686,Tom Walker,"['indie anthem-folk', 'indie cafe pop', 'pop', 'uk pop']"
1687,Marvel Boy,"['perreo', 'reggaeton flow', 'trap latino']"
1688,Rammstein,"['alternative metal', 'german metal', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte', 'nu metal']"
1689,Ghetto Kids,"['mexican pop', 'perreo', 'reggaeton mexicano']"
1690,Snow Patrol,"['irish rock', 'modern rock', 'neo mellow', 'permanent wave', 'pop rock', 'rock']"
1691,Orochi,"['brazilian hip hop', 'funk carioca']"
1692,Fernanda Salgado,
1693,Romeo El Santo,['reggaeton mexicano']
1694,Disclosure,"['house', 'pop', 'uk dance']"
1695,Juan Luis Guerra 4.40,"['bachata', 'latin', 'latin pop', 'salsa choke', 'tropical']"
1696,Nio Nassar,['pop catracho']
1697,Millonario,"['latin hip hop', 'mexican hip hop']"
1698,Mesita,"['rap uruguayo', 'trap latino']"
1699,Gaullin,"['edm', 'lithuanian edm', 'lithuanian electronic', 'pop dance']"
1700,Luigi 21 Plus,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']"
1701,Marvel B,"['perreo', 'reggaeton flow', 'trap latino']"
1702,Dayanara,
1703,Gera MX,"['mexican hip hop', 'rap conciencia']"
1704,Lizzo,"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']"
1705,Madonna,"['dance pop', 'pop']"
1706,Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']"
1707,Kina,['sad rap']
1708,Julio Melgar,"['latin christian', 'latin worship']"
1709,Aliento,['latin worship']
1710,Nassir Chahin,['pop catracho']
1711,You Salsa,"['pop peruano', 'pop reggaeton', 'salsa peruana']"
1712,Dj Henrique de Ferraz,"['funk carioca', 'funk ostentacao', 'funk paulista']"
1713,Júnior e Cézar,['sertanejo pop']
1714,TWICE,"['k-pop', 'k-pop girl group']"
1715,Los Vasquez,['pop chileno']
1716,Maffio,['dominican pop']
1717,Timbiriche,"['latin', 'latin pop', 'mexican pop', 'rock en espanol', 'tropical']"
1718,Emmanuel,"['latin', 'latin pop', 'mexican pop', 'rock en espanol']"
1719,Luh Kel,"['pop r&b', 'st louis rap']"
1720,MEDUZA,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']"
1721,CA7RIEL,"['argentine indie', 'electronica argentina', 'trap argentino']"
1722,Raffa Torres,['sertanejo pop']
1723,Chencho Corleone,"['reggaeton flow', 'trap latino']"
1724,Redbone,"['native american', 'native american contemporary']"
1725,Dayvi,"['circuit', 'guaracha']"
1726,Jhené Aiko,"['alternative r&b', 'dance pop', 'pop', 'r&b', 'urban contemporary']"
1727,Guilherme & Benuto,['sertanejo pop']
1728,Maycon e Vinicius,['sertanejo pop']
1729,Ele A El Dominio,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
1730,Dejota2021,['pop venezolano']
1731,Lee Brice,"['contemporary country', 'country', 'country road', 'modern country rock']"
1732,ILLENIUM,"['edm', 'electropop', 'melodic dubstep', 'pop', 'pop dance', 'tropical house']"
1733,Slipknot,"['alternative metal', 'double drumming', 'nu metal', 'rap metal']"
1734,Paula Fernandes,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1735,Thiago Carvalho,
1736,GIMS,"['francoton', 'french hip hop', 'rap conscient']"
1737,Steven Pineda,['pop catracho']
1738,Joshua Dietrich,"['paraguayan indie', 'pop paraguayo', 'rap paraguayo']"
1739,Lil Tecca,"['melodic rap', 'rap', 'trap']"
1740,Eli Young Band,"['contemporary country', 'country', 'country road', 'heartland rock', 'modern country rock', 'pop rock', 'texas country']"
1741,Nicki Nicole,"['argentine hip hop', 'r&b argentino', 'trap argentino', 'trap latino']"
1742,LosPetitFellas,"['colombian hip hop', 'colombian rock']"
1743,M.O.B,
1744,Diamond la Mafia,"['dembow', 'dominican pop', 'trap dominicano']"
1745,Bembe Orquesta,"['pop peruano', 'salsa peruana']"
1746,Américo Young,['plena uruguaya']
1747,Guayna,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
1748,Bardero$,['argentine hip hop']
1749,Murilo Huff,['sertanejo pop']
1750,Sueco,['cali rap']
1751,Sam Feldt,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']"
1752,Fuerza Regida,"['corrido', 'corridos tumbados', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1753,Rafael Allmark,
1754,Alicia Moffet,"['canadian electropop', 'pop quebecois']"
1755,Almighty,"['reggaeton', 'reggaeton flow', 'trap latino']"
1756,Fumaratto,['guaracha']
1757,El Fecho RD,"['dominican pop', 'rap dominicano']"
1758,El Tonto,"['dembow', 'dominican pop']"
1759,Carin Leon,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
1760,Inas X,
1761,Raja Rose,
1762,Mahkenna,
1763,Eastside Jody,['atl hip hop']
1764,Hilary Roberts,
1765,Dreamville,"['hip hop', 'rap']"
1766,Ali Gatie,"['canadian hip hop', 'pop']"
1767,Blanco Brown,['country rap']
1768,Y2K,['pop rap']
1769,Ashley O,
1770,Shordie Shordie,"['baltimore hip hop', 'cali rap', 'vapor trap']"
1771,Milly,"['reggaeton', 'reggaeton flow', 'trap latino']"
1772,Agnes Nunes,"['nova mpb', 'r&b brasileiro']"
1773,Raí Saia Rodada,['forro']
1774,Bon Iver,"['eau claire indie', 'indie folk', 'melancholia']"
1775,Los Rivera Destino,['puerto rican indie']
1776,Tripple 2,
1777,Dragana Kosic,
1778,Christos Mavridis,
1779,Felp 22,"['brazilian hip hop', 'funk carioca', 'trap carioca']"
1780,Jovem Dex,"['trap baiano', 'trap brasileiro']"
1781,Péricles,"['pagode', 'pagode novo']"
1782,Casa Worship,['adoracao']
1783,Anonimus,"['reggaeton', 'reggaeton flow', 'trap latino']"
1784,RobGz,['trap latino']
1785,Urba y Rome,"['perreo', 'reggaeton flow']"
1786,El Futuro Fuera De Orbita,"['reggaeton flow', 'trap latino']"
1787,El Mayor Clasico,"['dembow', 'dominican pop', 'rap dominicano', 'trap dominicano']"
1788,Megan Thee Stallion,"['houston rap', 'pop', 'pop rap', 'trap queen']"
1789,Pilar Pascual,['latin viral pop']
1790,Grandha,
1791,Emicida,"['afrofuturismo brasileiro', 'brazilian hip hop', 'brazilian rock', 'funk ostentacao', 'hip hop tuga', 'manguebeat', 'pop lgbtq+ brasileira']"
1792,Dj Guuga,"['funk carioca', 'funk paulista', 'rave funk']"
1793,Bryan Adams,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
1794,Van Morrison,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
1795,Eagles,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1796,The Beatles,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
1797,Saweetie,"['cali rap', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'trap queen']"
1798,Ambjaay,['cali rap']
1799,MC JottaPê,"['funk carioca', 'funk paulista']"
1800,A Banca Records,"['brazilian hip hop', 'trap brasileiro', 'trap carioca']"
1801,Jenni Rivera,"['banda', 'corrido', 'mariachi', 'ranchera', 'regional mexican']"
1802,Decayer,"['deathcore', 'metallic hardcore', 'progressive deathcore', 'slamming deathcore']"
1803,iann dior,"['melodic rap', 'pop rap']"
1804,Maria Cecília & Rodolfo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1805,Gaten Matarazzo,
1806,Shenseea,"['dancehall', 'modern reggae']"
1807,Splash Danero,
1808,D14,['rap ivoire']
1809,Blue Ivy,['kids hip hop']
1810,Acru,"['argentine hip hop', 'rap underground espanol']"
1811,Ke Personajes,['cumbia pop']
1812,GIMARIO,['pop costarricense']
1813,Kenia OS,"['latin viral pop', 'reggaeton mexicano']"
1814,Moonlight Young,
1815,S I,"['alt z', 'electropowerpop', 'modern rock', 'otacore', 'pixie', 'pop punk', 'rock', 'social media pop']"
1816,Mizzery,
1817,Jeremy Voltz,
1818,Keith Lawsen,
1819,Thomas Deil,
1820,Samylon92,
1821,Melanie Weichl,
1822,Los Angeles De Charly,"['regional mexican', 'tropical']"
1823,Alex Rouse,
1824,Felipe Original,"['brega funk', 'funk carioca']"
1825,Boyzinho o Rei da Bregadeira,['tecnobrega']
1826,Liu,['chinese electropop']
1827,MC Du Black,['funk carioca']
1828,Tones And I,"['australian pop', 'pop']"
1829,Nanpa Básico,"['colombian hip hop', 'mexican hip hop']"
1830,Arena Hash,['peruvian rock']
1831,Bareto,"['chicha', 'cumbia peruana', 'peruvian indie', 'peruvian rock', 'pop peruano', 'reggae peruano']"
1832,El Vega,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
1833,Patricio Rey y sus Redonditos de Ricota,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']"
1834,Fito Paez,"['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']"
1835,MC Ysa,['brega funk']
1836,Pixote,"['pagode', 'sertanejo universitario']"
1837,TOOL,"['alternative metal', 'alternative rock', 'art rock', 'nu metal', 'progressive metal', 'progressive rock', 'rock']"
1838,NorsePrez,
1839,Chika Toro,
1840,YT,
1841,Anne Dorko,
1842,Vashoun Stjon,
1843,Talley,"['chicago rap', 'drill']"
1844,Catswithnicefaces,
1845,King V,['chicago rap']
1846,Streetza Ria,
1847,$hea Butta,
1848,Sean Matsukawa,
1849,Lizzy Ashliegh,
1850,Phillydark1,
1851,Xciryl,
1852,Legend Russell,
1853,Trilltypefella,
1854,Philip Anthony,
1855,Rockin Chefs,
1856,Tim Hustle,
1857,Tiny Tree,
1858,Exciting Valence,
1859,Tom. G,"['indie cafe pop', 'modern rock', 'uk pop']"
1860,Synco,
1861,Michael Sterling,['new jack smooth']
1862,Flood District,
1863,Lloyd Miller,
1864,Saviour3.0,
1865,OGK John,
1866,JOSEPH CHASE,
1867,Focuz,
1868,His Kings,
1869,ThereGoJo,
1870,The ocn,
1871,SIXN,
1872,Labrinth,"['indie poptimism', 'pop']"
1873,SiR,"['alternative r&b', 'hip hop', 'indie r&b', 'indie soul', 'la pop', 'r&b', 'rap', 'underground hip hop']"
1874,Lil Tjay,"['brooklyn drill', 'melodic rap', 'nyc rap']"
1875,Kelsea Ballerini,"['contemporary country', 'country', 'pop', 'post-teen pop']"
1876,Chris Viz,
1877,Dillom,['trap argentino']
1878,LindaTirado,
1879,SummerFoster,
1880,Jason William,
1881,LauGadoi,
1882,EmilyZimmer,
1883,Young Cister,"['chilean indie', 'rap chileno', 'trap chileno', 'trap latino']"
1884,Maejor,['detroit hip hop']
1885,ICON,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']"
1886,Rochi Errede,
1887,Aria Ohlsson,
1888,Doja Cat,"['dance pop', 'pop', 'pop rap']"
1889,MC Doni,['funk consciente']
1890,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
1891,Mc Leozin,"['funk carioca', 'funk ostentacao', 'funk paulista']"
1892,Sidoka,"['brazilian hip hop', 'rap mineiro']"
1893,Luis Eduardo Acústico,
1894,Beéle,['reggaeton colombiano']
1895,Chayín Rubio,"['corrido', 'mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']"
1896,Harold 68,
1897,Doris 666,
1898,Michele 99,
1899,Doris 68,
1900,Haring 68,
1901,Dong Hung,
1902,micem,
1903,lil waii,
1904,Michele 69,
1905,Nicole Favre,"['pop peruano', 'pop reggaeton']"
1906,Lucas Sugo,"['canto popular uruguayo', 'cumbia pop', 'cumbia uruguaya']"
1907,Tainy,"['latin', 'latin hip hop', 'latin pop', 'pop reggaeton', 'reggaeton', 'reggaeton flow', 'trap latino']"
1908,Weldon S. Kesterson,
1909,Bea Miller,"['alt z', 'dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'modern rock', 'pop', 'pop rap', 'post-teen pop', 'talent show']"
1910,Carlitos Junior,"['reggaeton chileno', 'reggaeton flow', 'trap latino']"
1911,Omy de Oro,"['reggaeton', 'reggaeton flow', 'trap latino']"
1912,Chucky73,"['dominican pop', 'trap dominicano', 'trap latino']"
1913,Arevalo,['colombian pop']
1914,Tuan Alto Sax,
1915,Harold 69,
1916,TINA LTT,
1917,SarahStiltner,
1918,HenryNorrell,
1919,JamesPonder,
1920,TerryFerrell,
1921,TonyJones,
1922,CaryLamb,
1923,EdithFernandez,
1924,RonTurner,
1925,JeffreyLewis,
1926,DianeKennedy,
1927,DorisAlvarez,
1928,JillReece,
1929,PaulaSanchez,
1930,ChadCaver,
1931,AndreaRuby,
1932,VeraQuintana,
1933,GeorgeGoin,
1934,DanaHuntley,
1935,BennieNolen,
1936,LindaCourtney,
1937,MarySchroeter,
1938,SusanMiller,
