,artist,genre
698,GoldLink,"['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'r&b', 'rap', 'underground hip hop']"
699,Chyno Miranda,"['latin', 'latin pop', 'pop reggaeton']"
700,Bonde R300,"['funk carioca', 'funk paulista']"
701,Majid Jordan,"['alternative r&b', 'canadian contemporary r&b', 'pop', 'r&b', 'trap soul']"
702,Alex Badilla,['pop costarricense']
703,Carla Morrison,['mexican pop']
704,Metro Boomin,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
705,Vince Staples,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']"
706,Moon Taxi,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']"
707,Abraham Mateo,"['latin', 'latin arena pop', 'latin pop', 'latin viral pop', 'reggaeton', 'spanish pop']"
708,Macklemore,"['dance pop', 'pop', 'pop rap', 'seattle hip hop']"
709,Hedley,"['canadian pop', 'canadian rock', 'pop quebecois', 'pop rock']"
710,Lights,"['ccm', 'christian alternative rock', 'christian music', 'viral pop', 'worship']"
711,BLACKPINK,"['k-pop', 'k-pop girl group']"
712,Sigala,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']"
713,Tom & Collins,['mexican edm']
714,Tyler,"['hip hop', 'rap']"
715,Smokepurpp,"['dark trap', 'melodic rap', 'meme rap', 'miami hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
716,Kell Smith,['nova mpb']
717,Anjulie,['canadian pop']
718,Fátima Pinto,['pop costarricense']
719,Kesha,"['dance pop', 'electropop', 'pop', 'post-teen pop']"
720,Demi Lovato,"['dance pop', 'pop', 'post-teen pop']"
721,LANY,"['la pop', 'pop', 'post-teen pop']"
722,Dylan Scott,"['contemporary country', 'country', 'country road', 'modern country rock']"
723,Cash Cash,"['arkansas country', 'outlaw country']"
724,Ryan Riback,['melbourne bounce']
725,Shelow Shaq,"['dembow', 'dominican pop', 'rap dominicano']"
726,Ty Dolla $ign,"['pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']"
727,Old Dominion,"['contemporary country', 'country', 'country road']"
728,Felipe Peláez,"['colombian pop', 'latin', 'latin pop', 'musica popular colombiana', 'tropical', 'vallenato', 'vallenato moderno']"
729,Mayte Flores,
730,Fernando & Sorocaba,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
731,Louis Tomlinson,"['pop', 'post-teen pop']"
732,Cardi B,"['dance pop', 'pop', 'pop rap', 'rap']"
733,j mena,"['chilean indie', 'chilean rock', 'electronica chilena', 'pop chileno', 'pop electronico']"
734,Hungria Hip Hop,"['brazilian hip hop', 'rap df', 'trap brasileiro']"
735,Grupo Extra,"['bachata', 'bachata dominicana', 'cubaton', 'latin']"
736,CD9,"['latin arena pop', 'latin viral pop', 'mexican pop']"
737,Charli XCX,"['art pop', 'candy pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'metropopolis', 'pop', 'post-teen pop', 'uk pop']"
738,Billy Currington,"['contemporary country', 'country', 'country road', 'modern country rock']"
739,NexXthursday,['nyc rap']
740,Cole Swindell,"['contemporary country', 'country', 'country road', 'modern country rock']"
741,Guasones,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
742,Dimitri Vegas & Like Mike,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']"
743,Kaleth Morales,"['musica popular colombiana', 'vallenato']"
744,Lirico En La Casa,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']"
745,El Nene la Amenazzy,
746,Dennis Fernando,
747,Dubosky,['panamanian pop']
748,Axel,"['icelandic folk', 'icelandic indie', 'indie anthem-folk', 'indie folk']"
749,Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']"
750,DJ Jonathan,
751,Ivete Sangalo,"['axe', 'funk carioca', 'mpb', 'pagode', 'pop nacional', 'samba reggae']"
752,Baka Not Nice,"['canadian hip hop', 'melodic rap', 'toronto rap']"
753,Santaferia,['cumbia chilena']
754,Jona Camacho,"['bachata', 'colombian pop']"
755,Greeicy,"['colombian pop', 'latin', 'latin pop', 'r&b en espanol', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
756,DeStorm,['viral pop']
757,P!nk,"['dance pop', 'pop', 'post-teen pop']"
758,Wiz Khalifa,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
759,Tay-K,"['cali rap', 'dfw rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']"
760,Tribalistas,"['mpb', 'nova mpb']"
761,Preta Gil,"['axe', 'funk carioca', 'mpb']"
762,ItaloBrothers,"['dance pop', 'eurodance', 'europop', 'hands up', 'italo dance', 'pop dance']"
763,Elijah Woods x Jamie Fine,"['canadian electropop', 'canadian pop']"
764,Mula,"['disney', 'movie tunes']"
765,Alex Zurdo,"['latin christian', 'latin worship', 'rap cristiano', 'reggaeton cristiano']"
766,Caloncho,"['guadalajara indie', 'latin rock', 'mexican indie']"
767,Chad Focus,
768,Natti Natasha,"['latin', 'latin pop', 'rap latina', 'reggaeton', 'trap latino']"
769,Class A,"['bubblegum dance', 'europop']"
770,Turma do Pagode,"['funk carioca', 'pagode', 'pagode novo', 'sertanejo', 'sertanejo universitario']"
771,VINAI,"['dance pop', 'edm', 'electro house', 'melbourne bounce international', 'pop dance', 'slap house', 'tropical house']"
772,Tritonal,"['edm', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'progressive trance', 'trance', 'tropical house', 'uplifting trance']"
773,Pusho,"['reggaeton', 'reggaeton flow', 'trap latino']"
774,Miguel,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
775,London On Da Track,['atl hip hop']
776,Daniel Caesar,"['canadian contemporary r&b', 'pop', 'r&b']"
777,Thirty Seconds To Mars,"['modern rock', 'pop punk', 'post-grunge', 'rock']"
778,Los Abuelos De La Nada,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional', 'ska argentino']"
779,Solange Almeida,
780,Jessie Reyez,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b']"
781,El Ezequiel,['reggaeton mexicano']
782,Raes,
783,Trippie Redd,"['melodic rap', 'rap', 'trap']"
784,Chucho Flash,
785,Poo Bear,['pop r&b']
786,MC Gustta,['funk carioca']
787,Felix Jaehn,"['dance pop', 'edm', 'electro house', 'german dance', 'pop', 'pop dance', 'tropical house']"
788,Malacates Trebol Shop,['rock chapin']
789,Original Fat,['panamanian pop']
790,Ezio Oliva,"['pop peruano', 'pop reggaeton', 'salsa peruana']"
791,Cruz,"['dance pop', 'edm', 'pop', 'pop rap']"
792,Villagrán Bolaños,['paraguayan rock']
793,La Sandonga,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
794,ODESZA,"['chillwave', 'ninja']"
795,Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']"
796,Midel,"['argentine hip hop', 'trap argentino', 'trap latino']"
797,Los Ángeles Azules,"['gruperas inmortales', 'nu-cumbia', 'regional mexican', 'tropical']"
798,George Henrique & Rodrigo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
799,MC's Jhowzinho & Kadinho,"['brega funk', 'funk carioca']"
800,Zé Felipe,['sertanejo pop']
801,Baco Exu do Blues,"['brazilian hip hop', 'funk carioca', 'pop rap brasileiro', 'rap baiano', 'trap brasileiro']"
802,Charlotte Cardin,"['canadian pop', 'indie quebecois']"
803,Lapiz Conciente,"['dominican pop', 'rap dominicano', 'trap latino', 'venezuelan hip hop']"
804,Lr Ley Del Rap,"['dominican pop', 'rap dominicano']"
805,Pablo Alborán,"['latin', 'latin arena pop', 'latin pop', 'spanish pop']"
806,Tame Impala,"['australian psych', 'neo-psychedelic']"
807,Cleber & Cauan,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
808,CVBZ,"['electropop', 'pop dance', 'pop edm']"
809,Hugo Lagos,['cueca chilena']
810,Tito Fernández,"['chilean rock', 'nueva cancion']"
811,Roberto Parra,['nueva cancion']
812,Los Hidalgos,
813,Hermanos Morales,['cueca chilena']
814,Margot Loyola,"['folklore chileno', 'nueva cancion']"
815,Amar Azul,"['chicha', 'cumbia chilena', 'cumbia villera']"
816,Joan Sebastian,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
817,Valentín Elizalde,"['banda', 'corrido', 'norteno', 'regional mexican']"
818,Intocable,"['corrido', 'latin', 'latin pop', 'norteno', 'regional mexican', 'tejano', 'tropical']"
819,Vicente Fernández,"['mariachi', 'ranchera']"
820,Banda Tierra Sagrada,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
821,LANCO,"['contemporary country', 'country pop']"
822,Earth,"['atl hip hop', 'hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
823,Luciano Pereyra,"['argentine telepop', 'folklore argentino', 'latin', 'latin pop']"
824,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']"
825,Bon Jovi,"['glam metal', 'rock']"
826,Quality Control,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
827,Remmy Valenzuela,"['banda', 'corrido', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
828,Mar de Copas,"['peruvian rock', 'pop peruano']"
829,Rich The Kid,"['atl hip hop', 'hip hop', 'melodic rap', 'plugg', 'pop rap', 'rap', 'southern hip hop', 'trap']"
830,Tom Petty,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
831,Tom Petty and the Heartbreakers,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'soft rock']"
832,NF,"['hip hop', 'pop rap', 'rap']"
833,The Killers,"['dance rock', 'modern rock', 'permanent wave', 'rock']"
834,Duki,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
835,El Apache Ness,['cumbia pop']
836,Luis Alberto Spinetta,"['argentine indie', 'argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']"
837,Attaque 77,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']"
838,Bruno & Marrone,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
839,Legião Urbana,"['brazilian rock', 'mpb', 'rock brasiliense', 'rock nacional brasileiro']"
840,Mc Gw,"['classic soul', 'disco', 'post-disco', 'southern soul']"
841,Charlie Brown Jr.,"['brazilian rock', 'hard rock brasileiro', 'rock alternativo brasileiro', 'rock nacional brasileiro']"
842,R. Kelly,
843,Ventino,"['colombian pop', 'latin', 'latin pop', 'latin viral pop']"
844,System Of A Down,"['alternative metal', 'nu metal', 'rap metal']"
845,Viento En Contra,"['rock chapin', 'rock en espanol']"
846,Bohemia Suburbana,"['rock chapin', 'rock en espanol']"
847,Los Bohemios,"['deep regional mexican', 'nuevo regional mexicano', 'sierreno']"
848,Heroes Del Silencio,"['latin alternative', 'latin rock', 'musica aragonesa', 'rock en espanol', 'spanish rock']"
849,Virlan Garcia,"['corrido', 'nuevo regional mexicano', 'regional mexican', 'sierreno']"
850,Matisse,"['latin arena pop', 'latin pop', 'mexican pop']"
851,Chili Fernandez,
852,Aventura,"['bachata', 'bachata dominicana', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']"
853,Big Boy,"['latin', 'latin hip hop', 'reggaeton']"
854,Once Tiros,"['argentine rock', 'rock en espanol', 'rock uruguayo']"
855,La Vela Puerca,"['latin alternative', 'latin rock', 'rock en espanol', 'rock uruguayo']"
856,Leslie Grace,"['bachata', 'latin', 'latin pop']"
857,DJ Yayo,"['argentine hip hop', 'cumbia pop']"
858,IZA,['reggaeton flow']
859,Perera DJ,"['funk carioca', 'funk ostentacao', 'funk paulista']"
860,Big Shaq,['london rap']
861,La Insuperable,"['dembow', 'dominican pop', 'rap dominicano', 'rap latina']"
862,Inspector,"['latin', 'latin alternative', 'latin rock', 'mexican rock', 'rock en espanol', 'ska mexicano']"
863,"Arturo ""Zambo"" Cavero","['classic peruvian pop', 'musica afroperuana', 'peruvian rock']"
864,Marco Romero,"['classic peruvian pop', 'musica afroperuana']"
865,Orquesta Caribeños de Guadalupe,
866,Super Yei,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']"
867,YBN Nahmir,"['alabama rap', 'pop rap', 'rap', 'trap', 'vapor trap', 'viral rap']"
868,Kris Wu,"['chinese hip hop', 'chinese idol pop']"
869,Lil Xan,"['emo rap', 'underground hip hop', 'vapor trap']"
870,Radiohead,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']"
871,Luísa Sonza,"['funk carioca', 'pop nacional']"
872,dvsn,"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'pop', 'pop r&b', 'r&b', 'trap soul', 'urban contemporary']"
873,The Tragically Hip,"['canadian indie', 'canadian rock', 'kingston on indie', 'ontario indie', 'rock']"
874,Daya,"['alt z', 'dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']"
875,Mau y Ricky,"['latin', 'latin pop', 'pop venezolano', 'reggaeton', 'trap latino']"
876,Goldy Boy,['dominican pop']
877,Top Mixer Dj,
878,Chris Young,"['contemporary country', 'country', 'country road', 'modern country rock']"
879,Paulo Londra,"['argentine hip hop', 'trap argentino', 'trap latino']"
880,Lit Killah,"['argentine hip hop', 'trap argentino', 'trap triste']"
881,Jadson Vianna,
882,Grace VanderWaal,"['pop', 'post-teen pop']"
883,Pipe Bueno,"['colombian pop', 'musica popular colombiana', 'vallenato moderno']"
884,Pranz,"['pop costarricense', 'rap tico']"
885,Musicologo The Libro,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']"
886,El Batallon,"['dembow', 'dominican pop', 'rap dominicano']"
887,Talento de Barrio,['cumbia paraguaya']
888,Offset,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
889,Michael Jackson,"['pop', 'r&b', 'soul']"
890,Ray Parker Jr.,"['disco', 'funk', 'post-disco', 'quiet storm']"
891,Famous Dex,"['chicago rap', 'drill', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']"
892,"Bobby ""Boris"" Pickett","['halloween', 'novelty']"
893,Wolfine,"['colombian pop', 'latin', 'reggaeton', 'trap latino']"
894,AC/DC,"['australian rock', 'hard rock', 'rock']"
895,Riccie Oriach,"['dominican indie', 'dominican pop']"
896,Shadow Blow,"['dembow', 'dominican pop', 'rap dominicano']"
897,Anthony Gonzalez,['movie tunes']
898,Angelica Vale,
899,Karol Sevilla,['latin viral pop']
900,Luis Ángel Gómez Jaramillo,['disney espanol']
901,Marco Antonio Solís,"['grupera', 'latin', 'latin pop', 'regional mexican']"
902,BCA,"['focus beats', 'lo-fi beats']"
903,Aldair Playboy,"['batidao romantico', 'brega funk', 'brega romantico', 'forro de favela', 'funk carioca']"
904,Comando Tiburon,['panamanian pop']
905,RedOne,['moroccan pop']
906,Migrantes,['cumbia pop']
907,N.E.R.D,"['hip hop', 'virginia hip hop']"
908,The Police,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']"
909,MC Gudan,['funk paulista']
910,Jads & Jadson,"['sertanejo', 'sertanejo pop', 'sertanejo tradicional', 'sertanejo universitario']"
911,Jonas Esticado,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
912,Gael Garcia Bernal,
913,Bronco,"['grupera', 'gruperas inmortales', 'norteno', 'regional mexican', 'tropical']"
914,22 Savage,['baton rouge rap']
915,6ix9ine,['emo rap']
916,YoungBoy Never Broke Again,"['baton rouge rap', 'trap']"
917,Mariah Carey,"['dance pop', 'pop', 'urban contemporary']"
918,Paulo,"['argentine hip hop', 'trap argentino', 'trap latino']"
919,Paty Cantú,"['latin', 'latin arena pop', 'latin pop', 'mexican pop', 'pop']"
920,Munhoz & Mariano,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
921,88GLAM,"['canadian hip hop', 'canadian trap', 'melodic rap', 'rap', 'toronto rap', 'trap', 'trap soul', 'underground hip hop', 'vapor trap']"
922,Rachel Platten,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
923,Matt Terry,['talent show']
924,Tyron Hapi,"['pop edm', 'sky room', 'tropical house']"
925,Chimbala,"['dembow', 'dominican pop', 'latin', 'rap dominicano', 'reggaeton', 'trap latino']"
926,La Quinta Estacion,"['latin', 'latin arena pop', 'latin pop', 'pop', 'rock en espanol', 'spanish pop', 'spanish pop rock']"
927,DJ Luigi,['pop reggaeton']
928,Pelo D'Ambrosio,['folklore peruano']
929,Lil Peep,"['emo rap', 'lgbtq+ hip hop']"
930,Brenda Lee,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly', 'vocal jazz']"
931,Jaden,"['hip hop', 'pop', 'pop rap', 'rap']"
932,Andy Williams,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
933,Wham!,"['europop', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
934,Anita Kerr Singers,['easy listening']
935,Pineapple StormTv,"['rap baiano', 'trap baiano', 'trap brasileiro']"
936,Vintage Culture,['brazilian edm']
937,Gaab,"['funk carioca', 'funk ostentacao', 'r&b brasileiro']"
938,Diplo,"['bmore', 'dance pop', 'edm', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']"
939,Massari,"['canadian pop', 'lebanese pop']"
940,Chris Lane,"['contemporary country', 'country road']"
941,Michael Bublé,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']"
942,16yrold,['vapor trap']
943,Luis Jara,['disney espanol']
944,Covi Quintana,['dominican pop']
945,Menor Menor,
946,Zoragoza,
947,ChiChi Peralta,"['latin', 'latin pop', 'tropical']"
948,Edwin Luna y La Trakalosa de Monterrey,"['banda', 'corrido', 'nuevo regional mexicano', 'regional mexican']"
949,Burl Ives,"['adult standards', 'american folk revival', 'lounge']"
950,Frank Sinatra,"['adult standards', 'easy listening', 'lounge']"
951,Bing Crosby,"['adult standards', 'easy listening', 'lounge']"
952,Nat King Cole,"['adult standards', 'lounge', 'vocal jazz']"
953,Vince Guaraldi Trio,"['adult standards', 'christmas instrumental', 'jazz trio']"
954,Band Aid,['musical advocacy']
955,Elvis Presley,"['adult standards', 'rock-and-roll', 'rockabilly']"
956,Mykola Dmytrovych Leontovych,"['post-romantic era', 'ukrainian classical']"
957,Perry Como,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'vocal jazz']"
958,José Feliciano,"['latin pop', 'puerto rican pop']"
959,Eartha Kitt,"['adult standards', 'lounge', 'torch song', 'vocal jazz']"
960,Chuck Berry,"['adult standards', 'blues rock', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
961,Pentatonix,['a cappella']
962,Paul McCartney,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock']"
963,John Lennon,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold', 'rock']"
964,KHEA,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
965,Drefquila;Bizarrap,
966,Dimmi,"['deep tropical house', 'tropical house']"
967,Don Diablo,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']"
968,Toño Rosario,"['dominican pop', 'latin', 'merengue', 'tropical']"
969,Marcos da costa,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
970,Judy Garland,"['adult standards', 'hollywood', 'lounge', 'torch song', 'vocal jazz']"
971,The Beach Boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
972,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
973,Sky,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']"
974,Zato DJ,['rkt']
975,Rouge,
976,Mc Maha,['funk carioca']
977,Joe Arroyo,"['latin', 'salsa', 'salsa colombiana', 'tropical']"
978,Lo Blanquito,['dominican pop']
979,Burna Boy,"['afro dancehall', 'dancehall', 'nigerian hip hop', 'nigerian pop']"
980,El Gucci y Su Banda,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
981,La Trampa,
982,Buitres,"['corrido', 'deep regional mexican', 'latin hip hop', 'norteno', 'nuevo regional mexicano', 'regional mexican']"
983,Gene Autry,"['adult standards', 'cowboy western', 'oklahoma country', 'traditional country', 'yodeling']"
984,Carpenters,"['adult standards', 'mellow gold', 'soft rock']"
985,Danay Suárez,"['cuban alternative', 'hip hop cubano', 'rap latina']"
986,Akim,['panamanian pop']
987,LaNuestra,"['paraguayan rock', 'pop paraguayo']"
988,Sonido Cristal,"['cumbia pop', 'cumbia uruguaya', 'plena uruguaya']"
989,Bobby Helms,['adult standards']
990,Jeezy,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
991,Natalie Perez,"['argentine telepop', 'cumbia pop', 'pop argentino']"
992,Ecko,"['argentine hip hop', 'trap argentino', 'trap latino']"
993,Seven Kayne,"['argentine hip hop', 'trap argentino', 'trap latino', 'trap triste']"
994,Iacho,"['argentine hip hop', 'trap argentino']"
995,Gustavo Mioto,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
996,Mc Denny,
997,Pressa,"['canadian hip hop', 'melodic rap', 'rap montrealais', 'toronto rap', 'trap']"
998,Thurl Ravenscroft,['movie tunes']
999,Salim,"['classic bollywood', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']"
1000,Zacarias Ferreira,"['bachata', 'bachata dominicana', 'dominican pop', 'latin', 'tropical']"
1001,Sech,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']"
1002,Lafame,['modern salsa']
1003,Huncho Jack,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
1004,Nat King Cole Trio,"['adult standards', 'lounge', 'swing', 'vocal jazz']"
1005,Kay Starr,"['adult standards', 'big band', 'deep adult standards', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']"
1006,The Jackson 5,"['adult standards', 'motown', 'soul']"
1007,The Pogues,"['celtic', 'celtic punk', 'celtic rock', 'folk punk', 'irish folk', 'punk']"
1008,Chris Rea,"['blues rock', 'classic rock', 'classic uk pop', 'mellow gold', 'soft rock', 'sophisti-pop']"
1009,La Nueva Luna,"['argentine rock', 'cumbia villera']"
1010,Mano Walter,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1011,Gabriel Diniz,"['forro', 'sertanejo pop']"
1012,Atitude 67,"['funk carioca', 'pop nacional', 'sertanejo pop']"
1013,Tony Bennett,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
1014,Peggy Lee,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']"
1015,Lou Monte,['novelty']
1016,Bruce Springsteen,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
1017,The Platters,"['adult standards', 'brill building pop', 'doo-wop', 'lounge', 'rock-and-roll', 'rockabilly', 'soul', 'vocal jazz']"
1018,John Denver,"['adult standards', 'classic country pop', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
1019,Britney Spears,"['dance pop', 'pop', 'post-teen pop']"
1020,Daryl Hall & John Oates,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']"
1021,Rodolfo Aicardi,"['classic colombian pop', 'cumbia', 'musica popular colombiana']"
1022,Pastor Lopez,"['cumbia', 'musica popular colombiana', 'tropical']"
1023,Los Corraleros De Majagual,"['cumbia', 'folclor afrocolombiano', 'musica popular colombiana', 'tropical']"
1024,Oscar D'León,"['latin', 'latin jazz', 'salsa', 'salsa venezolana', 'tropical']"
1025,The Latin Brothers,"['cumbia', 'salsa', 'salsa colombiana', 'tropical']"
1026,Fruko Y Sus Tesos,"['cumbia', 'musica popular colombiana', 'salsa', 'salsa colombiana', 'tropical']"
1027,Diomedes Diaz,"['cumbia', 'musica popular colombiana', 'tropical', 'vallenato']"
1028,Fredy Montoya,['musica popular colombiana']
1029,Remix,
1030,Bob Marley & The Wailers,"['reggae', 'roots reggae']"
1031,Fernando Villalona,"['dominican pop', 'latin', 'merengue', 'merengue tipico', 'tropical']"
1032,Johnny Ventura,"['dominican pop', 'latin', 'merengue', 'merengue tipico', 'musica tradicional dominicana', 'tropical']"
1033,Conjunto Quisqueya,['merengue']
1034,Macario Mejia,['musica hondurena']
1035,Celia Cruz y La Sonora Matancera,
1036,Mr. Saik,['panamanian pop']
1037,Willie Colón,"['boogaloo', 'salsa', 'tropical']"
1038,Grupo 5,"['cumbia peruana', 'pop peruano']"
1039,Hnos Yaipen,"['cumbia peruana', 'pop peruano']"
1040,Aniceto Molina Y La Luz Roja De San Marcos,
1041,Aniceto Molina,"['chicha', 'cumbia', 'cumbia salvadorena', 'tropical']"
1042,La Sonora Dinamita,"['cumbia', 'salsa colombiana', 'tropical']"
1043,Los Hermanos Flores,"['cumbia salvadorena', 'tropical']"
1044,Orquesta Internacional Hermanos Flores,['cumbia salvadorena']
1045,Zac Efron,"['dance pop', 'hollywood', 'pop', 'post-teen pop', 'show tunes']"
1046,Hugh Jackman,"['hollywood', 'show tunes']"
1047,Keala Settle,"['broadway', 'hollywood', 'show tunes']"
1048,Loren Allred,"['deep talent show', 'hollywood', 'movie tunes']"
1049,Trouble,"['atl hip hop', 'atl trap', 'southern hip hop', 'trap']"
1050,Ziv Zaifman,['show tunes']
1051,Lil Skies,"['melodic rap', 'pop rap', 'rap', 'trap']"
1052,Russell Dickerson,"['contemporary country', 'country', 'country road', 'modern country rock']"
1053,Walker Hayes,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
1054,Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'rap', 'southern hip hop']"
1055,Marvin Gaye,"['classic soul', 'funk', 'indie r&b', 'motown', 'northern soul', 'quiet storm', 'soul']"
1056,Macklemore & Ryan Lewis,"['dance pop', 'modern rock', 'pop', 'pop rap', 'seattle hip hop']"
1057,La Combo Tortuga,['cumbia chilena']
1058,Billo's,"['classic venezuelan pop', 'cumbia', 'jazz venezolano', 'latin', 'salsa', 'tropical']"
1059,Toxic Crow,"['dembow', 'rap dominicano']"
1060,RMT,
1061,Rasputin,"['bow pop', 'cello', 'dark cabaret', 'steampunk']"
1062,Josimar y Su Yambú,"['pop peruano', 'salsa peruana']"
1063,Michelle Williams,['hollywood']
1064,Mueva Records,
1065,Jojo Maronttinni,['funk carioca']
1066,Diego & Victor Hugo,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1067,Jefferson Moraes,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
1068,bülow,"['alt z', 'electropop', 'indie cafe pop', 'indie poptimism', 'indietronica', 'pop', 'social media pop']"
1069,Kenai,['reggaeton flow']
1070,Flow Mafia,"['rap dominicano', 'trap dominicano']"
1071,Yuawi,
1072,La Divaza,['latin viral pop']
1073,Troye Sivan,"['australian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
