,id,rank,song,date,artist,regioncode,songcode,streams
1962,2020-12-18_163_ec,163,Ella Y Yo - Featuring Don Omar,2020-12-18,Aventura,ec,6G4U9avyBNEfP0fAIduev3,"36,173"
1963,2020-12-18_164_ec,164,11 PM,2020-12-18,Maluma,ec,7KbF6AdprOXEEHlsq11Z6d,"36,159"
1964,2020-12-18_165_ec,165,Soy Una Gargola,2020-12-18,"Rauw Alejandro, Arcangel, Randy",ec,4bEwaORm2IBfu3omjEna7I,"36,155"
1965,2020-12-18_166_ec,166,Un Año,2020-12-18,"Sebastian Yatra, Reik",ec,2vrpcQNg6itmgVZWsNjWe0,"35,964"
1966,2020-12-18_167_ec,167,CANCIÓN CON YANDEL,2020-12-18,"Yandel, Bad Bunny",ec,3pm4XtcsRIFFtH2UErk62R,"35,937"
1967,2020-12-18_168_ec,168,Qué Mal Te Fue (Remix),2020-12-18,"Natti Natasha, Justin Quiles, Miky Woodz",ec,7FhopXtl9z9YtD9NwUf9ss,"35,813"
1968,2020-12-18_169_ec,169,Quizas,2020-12-18,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",ec,5Id5B3dxJZhPcV9GzgYZZe,"35,772"
1969,2020-12-18_170_ec,170,Alguien Me Gusta,2020-12-18,"Andy Rivera, Jhonny Rivera, Jessi Uribe",ec,4iFTIshL0xDCw8JJUl5AJ3,"35,714"
1970,2020-12-18_171_ec,171,Locura,2020-12-18,"Cali Y El Dandee, Sebastian Yatra",ec,5379uuUPHodsdVhy8pIAAr,"35,426"
1971,2020-12-18_172_ec,172,Sensación del Bloque,2020-12-18,"Randy, De La Ghetto",ec,3FDkagYrIceOTgy8canfLs,"35,421"
1972,2020-12-18_173_ec,173,Soltera - Remix,2020-12-18,"Lunay, Daddy Yankee, Bad Bunny",ec,4t9a07PAghtQMRAIP9FQ7Z,"35,327"
1973,2020-12-18_174_ec,174,Snowman,2020-12-18,Sia,ec,7uoFMmxln0GPXQ0AcCBXRq,"35,217"
1974,2020-12-18_175_ec,175,Rockin' Around The Christmas Tree,2020-12-18,Brenda Lee,ec,2EjXfH91m7f8HiJN1yQg97,"35,015"
1975,2020-12-18_176_ec,176,Break My Heart,2020-12-18,Dua Lipa,ec,017PF4Q3l4DBUiWoXk4OWT,"34,899"
1976,2020-12-18_177_ec,177,Chachachá,2020-12-18,Jósean Log,ec,6aommJFM8i3iT4inKuDSXh,"34,863"
1977,2020-12-18_178_ec,178,Dream Girl - Remix,2020-12-18,"Ir Sais, Rauw Alejandro",ec,099tjv6oy2opbpCOA3nBwX,"34,771"
1978,2020-12-18_179_ec,179,Bajo El Agua,2020-12-18,Manuel Medrano,ec,5QSYWruQQ7kBCHScI4xJ9g,"34,663"
1979,2020-12-18_180_ec,180,Vámonos a Marte,2020-12-18,Kevin Kaarl,ec,2TzkIzgzIHhewMxyh1u4hh,"34,644"
1980,2020-12-18_181_ec,181,Girl,2020-12-18,Myke Towers,ec,43NqTeL8pgBxKHPMiJKUP5,"34,564"
1981,2020-12-18_182_ec,182,Baby (with J Balvin),2020-12-18,Sfera Ebbasta,ec,4L5ZhW0VJeQ6je2iqvqZ4X,"34,521"
1982,2020-12-18_183_ec,183,34+35,2020-12-18,Ariana Grande,ec,6Im9k8u9iIzKMrmV7BWtlF,"34,426"
1983,2020-12-18_184_ec,184,RITMO (Bad Boys For Life),2020-12-18,"Black Eyed Peas, J Balvin",ec,4NCsrTzgVfsDo8nWyP8PPc,"34,235"
1984,2020-12-18_185_ec,185,Mala Fama,2020-12-18,Danna Paola,ec,2D9itdl85AQVNpTfrxvUGj,"34,110"
1985,2020-12-18_186_ec,186,Ya Me Enteré,2020-12-18,Reik,ec,0lPXFrKyl8HkdQ2E6NmNja,"33,887"
1986,2020-12-18_187_ec,187,En Tu Cuerpo - Remix,2020-12-18,"Lyanno, Rauw Alejandro, Lenny Tavárez, Maria Becerra",ec,3dEtfTtCXWW7N8WQ9FD29z,"33,865"
1987,2020-12-18_188_ec,188,Colgando en tus manos (con Marta Sánchez),2020-12-18,Carlos Baute,ec,3UI9I3e1g1y5T3SMfdgfGO,"33,827"
1988,2020-12-18_189_ec,189,Adicto (with Anuel AA & Ozuna),2020-12-18,Tainy,ec,3jbT1Y5MoPwEIpZndDDwVq,"33,724"
1989,2020-12-18_190_ec,190,Rechazame,2020-12-18,Prince Royce,ec,07p0kLnvfQQ2bLujHyzSGK,"33,611"
1990,2020-12-18_191_ec,191,Me Dediqué a Perderte,2020-12-18,Alejandro Fernández,ec,4NUt1fcnO9aQAELBgXq3Kr,"33,382"
1991,2020-12-18_192_ec,192,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",2020-12-18,"Justin Quiles, Natti Natasha, Farruko",ec,1ndyl3wJCFs872XZ3ztPk6,"33,377"
1992,2020-12-18_193_ec,193,Pa' Que Retozen,2020-12-18,Tego Calderon,ec,5YJ4BVvTFmVCxUyhKejHfR,"33,272"
1993,2020-12-18_194_ec,194,La Mejor Versión de Mi - Remix,2020-12-18,"Natti Natasha, Romeo Santos",ec,2dy3TKVDEbIeWxeIb8JWqZ,"33,201"
1994,2020-12-18_195_ec,195,Therefore I Am,2020-12-18,Billie Eilish,ec,54bFM56PmE4YLRnqpW6Tha,"33,059"
1995,2020-12-18_196_ec,196,Ride It,2020-12-18,Regard,ec,2tnVG71enUj33Ic2nFN6kZ,"32,859"
1996,2020-12-18_197_ec,197,Dembow 2020,2020-12-18,"Yandel, Rauw Alejandro",ec,0j1VxrPkMyFGvz0jZzxUoZ,"32,586"
1997,2020-12-18_198_ec,198,Singapur,2020-12-18,"El Alfa, Chael Produciendo",ec,4QfZYDhGZc0T2RDvGiI69E,"32,498"
1998,2020-12-18_199_ec,199,Reggaetonera,2020-12-18,Anuel AA,ec,6yVkakCN460KOVol9ZazjH,"32,431"
1999,2020-12-18_200_ec,200,Adore You,2020-12-18,Harry Styles,ec,3jjujdWJ72nww5eGnfs2E7,"32,359"
2000,2020-12-18_1_gt,1,DÁKITI,2020-12-18,"Bad Bunny, Jhay Cortez",gt,4MzXwWMhyBbmu6hOcLVD49,"498,700"
2001,2020-12-18_2_gt,2,BICHOTA,2020-12-18,KAROL G,gt,7vrJn5hDSXRmdXoR30KgF1,"382,914"
2002,2020-12-18_3_gt,3,LA NOCHE DE ANOCHE,2020-12-18,"Bad Bunny, ROSALÍA",gt,2XIc1pqjXV3Cr2BQUGNBck,"289,493"
2003,2020-12-18_4_gt,4,Hawái,2020-12-18,Maluma,gt,1yoMvmasuxZfqHEipJhRbp,"255,175"
2004,2020-12-18_5_gt,5,La Tóxica,2020-12-18,Farruko,gt,15OjBeqNX3bShsGYQbteRv,"236,717"
2005,2020-12-18_6_gt,6,Reloj,2020-12-18,"Rauw Alejandro, Anuel AA",gt,4loQgPwJHocL3dFwLfjb1J,"224,605"
2006,2020-12-18_7_gt,7,La Curiosidad,2020-12-18,"Jay Wheeler, DJ Nelson, Myke Towers",gt,4HYDUMY0xSpeBr0AMY9cUz,"215,708"
2007,2020-12-18_8_gt,8,Chica Ideal,2020-12-18,"Sebastian Yatra, Guaynaa",gt,21N4Buj4xsyLb218lYle61,"207,709"
2008,2020-12-18_9_gt,9,TE MUDASTE,2020-12-18,Bad Bunny,gt,5RubKOuDoPn5Kj5TLVxSxY,"203,379"
2009,2020-12-18_10_gt,10,Hecha Pa' Mi,2020-12-18,Boza,gt,3VvA1wSxukMLsvXoXtlwWx,"190,055"
2010,2020-12-18_11_gt,11,Mi Niña,2020-12-18,"Wisin, Myke Towers, Los Legendarios",gt,2bgcUk2A3jjKbCJ7KPquTi,"188,963"
2011,2020-12-18_12_gt,12,"Ay, DiOs Mío!",2020-12-18,KAROL G,gt,7x4ASXYEKfQBCewcZhK776,"187,898"
2012,2020-12-18_13_gt,13,La Nota,2020-12-18,"Manuel Turizo, Rauw Alejandro, Myke Towers",gt,7ndTONDDRFGiPnnhOzOXxq,"187,680"
2013,2020-12-18_14_gt,14,Relación - Remix,2020-12-18,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",gt,35UUpTmrcFXNIVIN26ujXl,"181,610"
2014,2020-12-18_15_gt,15,Aquí Abajo,2020-12-18,Christian Nodal,gt,16ONd70tvWAaLIc6hcLzaG,"177,858"
2015,2020-12-18_16_gt,16,Jeans,2020-12-18,Justin Quiles,gt,3GtnId3Cm1Xa6joCj08nzW,"171,341"
2016,2020-12-18_17_gt,17,Vida de Rico,2020-12-18,Camilo,gt,73nAK3HgQK8dak83Y2WQ8F,"167,116"
2017,2020-12-18_18_gt,18,BEBÉ,2020-12-18,"Camilo, El Alfa",gt,7D7EH7MGyNHWSkqrszerI1,"162,196"
2018,2020-12-18_19_gt,19,Se Te Nota (with Guaynaa),2020-12-18,Lele Pons,gt,11EnQRgRMJwMAesfkB5pnu,"157,342"
2019,2020-12-18_20_gt,20,Una Locura,2020-12-18,"Ozuna, J Balvin, Chencho Corleone",gt,5y7DaS3jAc9eZzcSOoUIwU,"157,208"
2020,2020-12-18_21_gt,21,La Jeepeta - Remix,2020-12-18,"Nio Garcia, Anuel AA, Myke Towers, Brray, Juanka",gt,6bvfJf4KjonPMuPfGfy3S2,"155,168"
2021,2020-12-18_22_gt,22,Mi Cuarto,2020-12-18,Jerry Di,gt,6fmQjRuo7XvRFCK2qex5hQ,"150,238"
2022,2020-12-18_23_gt,23,Parce (feat. Justin Quiles),2020-12-18,"Maluma, Lenny Tavárez",gt,4RJz8NfIe09gpKMiRUWKhJ,"148,313"
2023,2020-12-18_24_gt,24,Dime Cómo Quieres,2020-12-18,"Christian Nodal, Ángela Aguilar",gt,4jcxBTrNvyqMJdMDyyjdYV,"144,818"
2024,2020-12-18_25_gt,25,Tattoo - Remix with Camilo,2020-12-18,Rauw Alejandro,gt,4G3PTss3mU33Tau7t4KbwE,"144,742"
2025,2020-12-18_26_gt,26,Pa' Olvidarme De Ella,2020-12-18,"Piso 21, Christian Nodal",gt,1cVlW9WQiGlFdWUXFdFZGh,"132,379"
2026,2020-12-18_27_gt,27,UN DIA (ONE DAY) (Feat. Tainy),2020-12-18,"J Balvin, Dua Lipa, Bad Bunny",gt,0EhpEsp4L0oRGM0vmeaN5e,"131,499"
2027,2020-12-18_28_gt,28,Despeinada,2020-12-18,"Ozuna, Camilo",gt,0JAZWvvqttGFm4UMDsPQXC,"126,605"
2028,2020-12-18_29_gt,29,Azul,2020-12-18,J Balvin,gt,2lCkncy6bIB0LTMT7kvrD1,"125,675"
2029,2020-12-18_30_gt,30,De Los Besos Que Te Di,2020-12-18,Christian Nodal,gt,1qfoq1qvZT7VwDVeekCJ97,"123,716"
2030,2020-12-18_31_gt,31,HACIENDO QUE ME AMAS,2020-12-18,Bad Bunny,gt,26QApq0cuO9brJigr0C0W4,"123,288"
2031,2020-12-18_32_gt,32,Cabrón y Vago - En Vivo,2020-12-18,"El Fantasma, Los Dos Carnales",gt,4nbWX2HzrOEnX4xxvYRCyU,"119,471"
2032,2020-12-18_33_gt,33,Caramelo,2020-12-18,Ozuna,gt,5Jm4w8jmPEBTLjI9vH4fXo,"116,662"
2033,2020-12-18_34_gt,34,Polvo,2020-12-18,"Nicky Jam, Myke Towers",gt,68mrW6gXHgupgSiDHgaDi5,"108,480"
2034,2020-12-18_35_gt,35,Tusa,2020-12-18,"KAROL G, Nicki Minaj",gt,7k4t7uLgtOxPwTpFmtJNTY,"106,867"
2035,2020-12-18_36_gt,36,Quiéreme Mientras Se Pueda,2020-12-18,Manuel Turizo,gt,34LI7rwi9H8w2S5KTHnv1M,"105,047"
2036,2020-12-18_37_gt,37,Se Me Olvidó,2020-12-18,Christian Nodal,gt,7paFC3FEu1WtPVP4Do6VZN,"101,267"
2037,2020-12-18_38_gt,38,Sigues Con El,2020-12-18,"Dímelo Flow, Arcangel, Sech",gt,7sQKy5vlPQllr0k9IjYJv3,"94,972"
2038,2020-12-18_39_gt,39,CÓMO SE SIENTE - Remix,2020-12-18,"Jhay Cortez, Bad Bunny",gt,2tFwfmceQa1Y6nRPhYbEtC,"94,110"
2039,2020-12-18_40_gt,40,Rojo,2020-12-18,J Balvin,gt,380HmhwTE2NJgawn1NwkXi,"91,165"
2040,2020-12-18_41_gt,41,LA CANCIÓN,2020-12-18,"J Balvin, Bad Bunny",gt,0fea68AdmYNygeTGI4RC18,"91,045"
2041,2020-12-18_42_gt,42,BOOKER T,2020-12-18,Bad Bunny,gt,26w9NTiE9NGjW1ZvIOd1So,"91,030"
2042,2020-12-18_43_gt,43,Favorito,2020-12-18,Camilo,gt,0jT8Nl0shPS8115is0wD2Q,"91,017"
2043,2020-12-18_44_gt,44,Blinding Lights,2020-12-18,The Weeknd,gt,0VjIjW4GlUZAMYd2vXMi3b,"89,979"
2044,2020-12-18_45_gt,45,Elegí (feat. Dímelo Flow),2020-12-18,"Rauw Alejandro, Dalex, Lenny Tavárez",gt,50ZC4PM7hywH27RcCfViau,"86,838"
2045,2020-12-18_46_gt,46,Jangueo,2020-12-18,"Alex Rose, Rafa Pabön",gt,1bRpSCFv6P2OUhciByeRYR,"85,147"
2046,2020-12-18_47_gt,47,De Cora <3,2020-12-18,"Rauw Alejandro, J Balvin",gt,22Sh5dlwbERqJAq1fZk5b2,"84,885"
2047,2020-12-18_48_gt,48,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",2020-12-18,Tainy,gt,1pqnQ41XbfKjaFu6M0eGJp,"84,697"
2048,2020-12-18_49_gt,49,Nace Un Borracho,2020-12-18,Christian Nodal,gt,6SnO4yCCYtz2rffMpEAlro,"83,561"
2049,2020-12-18_50_gt,50,Ponte Pa' Mi,2020-12-18,Justin Quiles,gt,4C6BlqqMwjFzOXzqpTeoWR,"83,059"
2050,2020-12-18_51_gt,51,La Forma en Que Me Miras,2020-12-18,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",gt,57Ba26w9eoXx8BBUNgRNLV,"77,677"
2051,2020-12-18_52_gt,52,No Me Conoce - Remix,2020-12-18,"Jhay Cortez, J Balvin, Bad Bunny",gt,4R8BJggjosTswLxtkw8V7P,"77,583"
2052,2020-12-18_53_gt,53,Bandido,2020-12-18,"Myke Towers, Juhn",gt,1xK1Gg9SxG8fy2Ya373oqb,"77,239"
2053,2020-12-18_54_gt,54,Hola - Remix,2020-12-18,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",gt,5stPVcRqb4qixbafP9e8lt,"75,235"
2054,2020-12-18_55_gt,55,La Mitad,2020-12-18,"Camilo, Christian Nodal",gt,63Zaf8Rci6eOUPqDQ4fUFx,"74,795"
2055,2020-12-18_56_gt,56,TE DESEO LO MEJOR,2020-12-18,Bad Bunny,gt,23XjN1s3DZC8Q9ZwuorYY4,"74,406"
2056,2020-12-18_57_gt,57,YO VISTO ASÍ,2020-12-18,Bad Bunny,gt,5fROvzNghPid8mbKNDYvpJ,"74,211"
2057,2020-12-18_58_gt,58,Si Veo a Tu Mamá,2020-12-18,Bad Bunny,gt,41wtwzCZkXwpnakmwJ239F,"73,775"
2058,2020-12-18_59_gt,59,+Linda,2020-12-18,Dalex,gt,5cBrOhKDyiJF9bPGUHKkG0,"72,890"
2059,2020-12-18_60_gt,60,Vete,2020-12-18,Bad Bunny,gt,2n7ohqg1s68ToAHh4u9mcW,"72,429"
2060,2020-12-18_61_gt,61,Palabra de Hombre,2020-12-18,El Fantasma,gt,4CLkDJ4xLqkV4Vt2vPOny1,"71,949"
2061,2020-12-18_62_gt,62,Relación,2020-12-18,Sech,gt,3ZG8N7aWw2meb6UrI5ZmnZ,"70,940"
2062,2020-12-18_63_gt,63,Yo Ya No Vuelvo Contigo - En Vivo,2020-12-18,"Lenin Ramírez, Grupo Firme",gt,1s59X35jDULAyOGmBuTAnd,"70,753"
2063,2020-12-18_64_gt,64,Nada,2020-12-18,"Cali Y El Dandee, Danna Paola",gt,4K8cyoCDovlc4FvtUr2Hfx,"68,479"
2064,2020-12-18_65_gt,65,Tú,2020-12-18,Carin Leon,gt,1nLs8r6K4YN0avBwUmmTnr,"68,468"
2065,2020-12-18_66_gt,66,Amor Tóxico,2020-12-18,Christian Nodal,gt,5LPlvbxA6bJQHvUW12Mr22,"68,368"
2066,2020-12-18_67_gt,67,La Luz,2020-12-18,"Sech, J Balvin",gt,5zj8WNkBrEzlI5FKeYV4ol,"68,349"
2067,2020-12-18_68_gt,68,Si Estuviésemos Juntos,2020-12-18,Bad Bunny,gt,35wvL50xvKpCHEJPxLOLPI,"67,885"
2068,2020-12-18_69_gt,69,La Santa,2020-12-18,"Bad Bunny, Daddy Yankee",gt,69vlMrzHwATKzupwNcUPyK,"67,190"
2069,2020-12-18_70_gt,70,Caramelo - Remix,2020-12-18,"Ozuna, KAROL G, Myke Towers",gt,67jvGGbJmOmVonlyX3mNkV,"67,176"
2070,2020-12-18_71_gt,71,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",2020-12-18,"Jay Wheeler, Myke Towers, Rauw Alejandro",gt,7LE1K0lZyRFZjSlrnm7lfD,"66,880"
2071,2020-12-18_72_gt,72,Ignorantes,2020-12-18,"Bad Bunny, Sech",gt,38RIEav39FGi86jppxO0du,"66,234"
2072,2020-12-18_73_gt,73,Si Me Dices Que Sí,2020-12-18,"Reik, Farruko, Camilo",gt,56Ta1O7Jxxpjnc6cWdDKUo,"66,200"
2073,2020-12-18_74_gt,74,El Efecto - Remix,2020-12-18,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",gt,74j34STf8L6uADnTN69ohv,"65,935"
2074,2020-12-18_75_gt,75,Me La Avente,2020-12-18,Carin Leon,gt,2QwMXe5zbqymDZGYsMDVqZ,"64,330"
2075,2020-12-18_76_gt,76,HOY COBRÉ,2020-12-18,Bad Bunny,gt,0tjZv2hChdHZCW1zFXpy1J,"64,147"
2076,2020-12-18_77_gt,77,Hasta Que Dios Diga,2020-12-18,"Anuel AA, Bad Bunny",gt,06s3QtMJVXw1AJX3UfvZG1,"63,958"
2077,2020-12-18_78_gt,78,Safaera,2020-12-18,"Bad Bunny, Jowell & Randy, Ñengo Flow",gt,2DEZmgHKAvm41k4J3R2E9Y,"63,947"
2078,2020-12-18_79_gt,79,Amor A Primera Vista,2020-12-18,"Los Ángeles Azules, Belinda, Lalo Ebratt, Horacio Palencia",gt,5Myb8S90Wg0yLec5kmrIGJ,"63,787"
2079,2020-12-18_80_gt,80,Tak Tiki Tak,2020-12-18,Harry Nach,gt,7gwwt1IaAWwmB7af0AcuBM,"63,610"
2080,2020-12-18_81_gt,81,No Te Contaron Mal,2020-12-18,Christian Nodal,gt,7hbk4BaF66O09R1gq0bKwj,"63,183"
2081,2020-12-18_82_gt,82,Fantasias,2020-12-18,"Rauw Alejandro, Farruko",gt,6mAN61JH0dzyZpWslS11jy,"62,622"
2082,2020-12-18_83_gt,83,Más De La Una,2020-12-18,"Piso 21, Maluma",gt,69Y5IZuBvGyzySFt5x7kCq,"62,591"
2083,2020-12-18_84_gt,84,Last Christmas,2020-12-18,Wham!,gt,2FRnf9qhLbvw8fu4IBXx78,"62,060"
2084,2020-12-18_85_gt,85,ANTES QUE SE ACABE,2020-12-18,Bad Bunny,gt,7kjEqI6eZ7YlFrGhxixnlN,"61,434"
2085,2020-12-18_86_gt,86,Don Don,2020-12-18,"Daddy Yankee, Anuel AA, Kendo Kaponi",gt,3kml9ZdpT7UYk1ugkjqOzt,"61,244"
2086,2020-12-18_87_gt,87,Diosa,2020-12-18,Myke Towers,gt,3JHpk0DOTOzyh0777JFAky,"60,814"
2087,2020-12-18_88_gt,88,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",2020-12-18,"Super Yei, Jone Quest",gt,5DoLhdU27owX1NMrKLUbUl,"59,656"
2088,2020-12-18_89_gt,89,Callaita,2020-12-18,"Bad Bunny, Tainy",gt,2TH65lNHgvLxCKXM3apjxI,"59,315"
2089,2020-12-18_90_gt,90,Djadja (feat. Maluma) - Remix,2020-12-18,Aya Nakamura,gt,13vDU8nPsvTGEVTMB8Vw7g,"59,253"
2090,2020-12-18_91_gt,91,Te Vi,2020-12-18,"Piso 21, Micro TDH",gt,059bcIhyc2SBwm6sw2AZzd,"58,852"
2091,2020-12-18_92_gt,92,Hasta Abajo,2020-12-18,"Kevin Roldan, Bryant Myers, Lyanno",gt,4PEfJZpVjdclfzZ9XO8uDw,"58,180"
2092,2020-12-18_93_gt,93,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",2020-12-18,"Bizarrap, Nathy Peluso",gt,78SeXVRJ7KCqVmOwTiFjnI,"58,133"
2093,2020-12-18_94_gt,94,La Difícil,2020-12-18,Bad Bunny,gt,6NfrH0ANGmgBXyxgV2PeXt,"57,706"
2094,2020-12-18_95_gt,95,Tú Me Dejaste De Querer,2020-12-18,"C. Tangana, Niño de Elche, La Húngara",gt,0XinBYhf1X3kdvKQHOX971,"56,929"
2095,2020-12-18_96_gt,96,Anaranjado,2020-12-18,"Jowell & Randy, J Balvin",gt,0cRgJuB6TRtb5RZ2HkjSLh,"56,886"
2096,2020-12-18_97_gt,97,Yo Perreo Sola,2020-12-18,Bad Bunny,gt,0SqqAgdovOE24BzxIClpjw,"55,962"
2097,2020-12-18_98_gt,98,GIRL LIKE ME,2020-12-18,"Black Eyed Peas, Shakira",gt,2vBET2pmrQqafaS6zIaYta,"55,675"
2098,2020-12-18_99_gt,99,AYAYAY!,2020-12-18,Christian Nodal,gt,7iQc2DabEtzp60faOO9EmN,"55,052"
2099,2020-12-18_100_gt,100,A Tu Merced,2020-12-18,Bad Bunny,gt,4r9jkMEnArtWGH2rL2FZl0,"54,367"
2100,2020-12-18_101_gt,101,Jingle Bell Rock,2020-12-18,Bobby Helms,gt,7vQbuQcyTflfCIOu3Uzzya,"54,201"
2101,2020-12-18_102_gt,102,Dynamite,2020-12-18,BTS,gt,4saklk6nie3yiGePpBwUoc,"54,054"
2102,2020-12-18_103_gt,103,Una Vez,2020-12-18,"Bad Bunny, Mora",gt,5J7teKIJGtqVypgYI6sqXj,"53,101"
2103,2020-12-18_104_gt,104,Tutu,2020-12-18,"Camilo, Pedro Capó",gt,1Ol5LmdNDNpFu1oNwfgkux,"52,754"
2104,2020-12-18_105_gt,105,El Envidioso,2020-12-18,Los Dos Carnales,gt,53PoPAD389bBE4ePYuT95g,"52,340"
2105,2020-12-18_106_gt,106,Nunca Es Suficiente,2020-12-18,"Los Ángeles Azules, Natalia Lafourcade",gt,63USmok1OioBzKuWGW9wAg,"52,030"
2106,2020-12-18_107_gt,107,All I Want for Christmas Is You,2020-12-18,Mariah Carey,gt,0bYg9bo50gSsH3LtXe2SQn,"51,400"
2107,2020-12-18_108_gt,108,Por Primera Vez,2020-12-18,"Camilo, Evaluna Montaner",gt,0pgj4EzB1XRqgZemoMNG5D,"51,191"
2108,2020-12-18_109_gt,109,Madrid (feat. Myke Towers),2020-12-18,Maluma,gt,19OXtYzrJyCrQvTbfukt4H,"50,993"
2109,2020-12-18_110_gt,110,120,2020-12-18,Bad Bunny,gt,3KJ3opyV29269SXkPrc19l,"50,523"
2110,2020-12-18_111_gt,111,Procura,2020-12-18,"ChiChi Peralta, Jandy Feliz",gt,2q9udNV9NK0BL3q9p6TLxf,"50,490"
2111,2020-12-18_112_gt,112,SORRY PAPI,2020-12-18,"Bad Bunny, ABRA",gt,5jZ32WOU7sqzDYbzINwMUk,"50,000"
2112,2020-12-18_113_gt,113,LA DROGA,2020-12-18,Bad Bunny,gt,67ACYA3UI6QMNtHX6b34wX,"49,927"
2113,2020-12-18_114_gt,114,China,2020-12-18,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",gt,0KkIkfsLEJbrcIhYsCL7L5,"49,560"
2114,2020-12-18_115_gt,115,Simplemente Gracias,2020-12-18,Calibre 50,gt,3K6noLeoPTQJ5jUErC8jT5,"49,302"
2115,2020-12-18_116_gt,116,PORFA,2020-12-18,"Feid, Justin Quiles",gt,4TOmcZvw0gHa7GiXRbcYAW,"48,429"
2116,2020-12-18_117_gt,117,El Mismo Aire - con Pablo Alborán,2020-12-18,Camilo,gt,5EbtodsuLbxrFDH6j5avVS,"47,835"
2117,2020-12-18_118_gt,118,CANCIÓN CON YANDEL,2020-12-18,"Yandel, Bad Bunny",gt,3pm4XtcsRIFFtH2UErk62R,"47,327"
2118,2020-12-18_119_gt,119,Devuélveme a mi chica,2020-12-18,Hombres G,gt,1Wrzhfa5bNlqvsnCztz190,"47,000"
2119,2020-12-18_120_gt,120,Don't Start Now,2020-12-18,Dua Lipa,gt,3PfIrDoz19wz7qK7tYeu62,"46,077"
2120,2020-12-18_121_gt,121,Adiós Amor,2020-12-18,Christian Nodal,gt,63bmZnBN1CiJ9sA4qTEe8y,"45,906"
2121,2020-12-18_122_gt,122,TRELLAS,2020-12-18,Bad Bunny,gt,09WAnxdBuebQopKhJT3oZS,"45,849"
2122,2020-12-18_123_gt,123,Adicto (with Anuel AA & Ozuna),2020-12-18,Tainy,gt,3jbT1Y5MoPwEIpZndDDwVq,"45,722"
2123,2020-12-18_124_gt,124,Watermelon Sugar,2020-12-18,Harry Styles,gt,6UelLqGlWMcVH1E5c4H7lY,"44,918"
2124,2020-12-18_125_gt,125,El Efecto,2020-12-18,"Rauw Alejandro, Chencho Corleone",gt,4SJHHpKhcuXwDsCsPqshXj,"44,615"
2125,2020-12-18_126_gt,126,Sigues Con El - Remix,2020-12-18,"Arcangel, Sech, Romeo Santos",gt,5HokHzcT1yQtsy7lLagEiA,"44,540"
2126,2020-12-18_127_gt,127,Dance Monkey,2020-12-18,Tones And I,gt,1rgnBhdG2JDFTbYkYRZAku,"44,268"
2127,2020-12-18_128_gt,128,MALDITA POBREZA,2020-12-18,Bad Bunny,gt,0Lsis3LB0XAK6XlTHXaJk2,"44,241"
2128,2020-12-18_129_gt,129,Probablemente,2020-12-18,Christian Nodal,gt,4prmUBle7TtAeeUgCnsc3Z,"44,008"
2129,2020-12-18_130_gt,130,Hawái - Remix,2020-12-18,"Maluma, The Weeknd",gt,0GzuHFG4Ql6DoyxFRnIk3F,"43,486"
2130,2020-12-18_131_gt,131,ADMV,2020-12-18,Maluma,gt,4j3iq13kHs5PB94jdTp3Y3,"43,075"
2131,2020-12-18_132_gt,132,Ayer Me Llamó Mi Ex (feat. Lenny Santos),2020-12-18,KHEA,gt,6C6mUonH6MNdSg5pw7kOc9,"42,881"
2132,2020-12-18_133_gt,133,Aparentemente 2,2020-12-18,"Arcangel, De La Ghetto, Yaga & Mackie",gt,6qmi7bapPoaIr0riLzoo29,"42,708"
2133,2020-12-18_134_gt,134,El Güero (Feat. Marca MP),2020-12-18,Grupo Firme,gt,2MeEuwplwbbjZ7hxRI6viw,"42,416"
2134,2020-12-18_135_gt,135,Fuentes de Ortiz,2020-12-18,Ed Maverick,gt,0akyEssGRVHstqCSWXusJL,"42,369"
2135,2020-12-18_136_gt,136,Lamento Boliviano,2020-12-18,Los Enanitos Verdes,gt,6Pur3hWy6Nzc27ilmsp5HA,"42,346"
2136,2020-12-18_137_gt,137,Tattoo,2020-12-18,Rauw Alejandro,gt,7na7Bk98usp84FaOJFPv3d,"42,312"
2137,2020-12-18_138_gt,138,Me Rehúso,2020-12-18,Danny Ocean,gt,6ifUES3keWjwXgae8pXI3o,"42,124"
2138,2020-12-18_139_gt,139,Perdóname,2020-12-18,"La Factoria, Eddy Lover",gt,0I0o9LdUckzfXcxjWy1vlo,"41,865"
2139,2020-12-18_140_gt,140,La Mejor Versión de Mi - Remix,2020-12-18,"Natti Natasha, Romeo Santos",gt,2dy3TKVDEbIeWxeIb8JWqZ,"41,807"
